"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.949","8.03",0.00821,"13.16","13.49","13.32","7.85","8.05","7.94","Ch1","2024-02-20 14:13:48.433","SMR","19.47","02-20_141"
"min20.5_40",20.5,"0.892","7.72",0.00501,"13.27","13.67","13.5","7.82","7.93","7.87","Ch1","2024-02-20 14:33:48.934","SMR","19.48","02-20_141"
"min40.5_60",40.5,"0.722","8.14",0.00549,"13.19","13.66","13.42","7.81","7.95","7.87","Ch1","2024-02-20 14:53:49.317","SMR","19.47","02-20_141"
"min60.5_80",60.5,"0.195","8",0.00181,"13.19","13.54","13.37","7.79","7.92","7.87","Ch1","2024-02-20 15:13:48.69","SMR","19.47","02-20_141"
"min80.5_100",80.5,"0.892","7.41",0.00469,"13.25","13.66","13.49","7.79","7.9","7.84","Ch1","2024-02-20 15:33:49.038","SMR","19.47","02-20_141"
"min100.5_120",100.5,"0.935","8.66",0.00754,"13.12","13.6","13.34","7.76","7.91","7.83","Ch1","2024-02-20 15:53:48.38","SMR","19.48","02-20_141"
"min120.5_140",120.5,"0.446","7.49",0.00262,"13.06","13.56","13.32","7.78","7.89","7.83","Ch1","2024-02-20 16:13:48.732","SMR","19.47","02-20_141"
"min140.5_160",140.5,"0.001","7.75",0.00012,"13.28","13.68","13.53","7.73","7.82","7.77","Ch1","2024-02-20 16:33:49.09","SMR","19.47","02-20_141"
"min160.5_180",160.5,"0.778","8.65",0.00511,"13.3","13.66","13.48","7.73","7.84","7.78","Ch1","2024-02-20 16:53:48.434","SMR","19.47","02-20_141"
"min0.5_20",0.5,"0.954","8.05",0.00849,"13.16","13.49","13.32","7.86","8.06","7.96","Ch2","2024-02-20 14:13:48.433","SMR","19.47","02-20_141"
"min20.5_40",20.5,"0.855","7.75",0.00427,"13.27","13.67","13.5","7.83","7.93","7.88","Ch2","2024-02-20 14:33:48.934","SMR","19.48","02-20_141"
"min40.5_60",40.5,"0.757","8.17",0.00637,"13.19","13.66","13.42","7.78","7.95","7.85","Ch2","2024-02-20 14:53:49.317","SMR","19.47","02-20_141"
"min60.5_80",60.5,"0.37","8.04",0.00287,"13.19","13.54","13.37","7.77","7.89","7.84","Ch2","2024-02-20 15:13:48.69","SMR","19.47","02-20_141"
"min80.5_100",80.5,"0.866","7.42",0.00411,"13.25","13.66","13.49","7.74","7.84","7.79","Ch2","2024-02-20 15:33:49.038","SMR","19.47","02-20_141"
"min100.5_120",100.5,"0.942","8.71",0.00851,"13.12","13.6","13.34","7.69","7.85","7.77","Ch2","2024-02-20 15:53:48.38","SMR","19.48","02-20_141"
"min120.5_140",120.5,"0.252","7.52",0.0018,"13.06","13.56","13.32","7.71","7.8","7.75","Ch2","2024-02-20 16:13:48.732","SMR","19.47","02-20_141"
"min140.5_160",140.5,"0.033","7.77",0.00067,"13.28","13.68","13.53","7.63","7.72","7.67","Ch2","2024-02-20 16:33:49.09","SMR","19.47","02-20_141"
"min160.5_180",160.5,"0.813","8.67",0.00588,"13.3","13.66","13.48","7.61","7.73","7.67","Ch2","2024-02-20 16:53:48.434","SMR","19.47","02-20_141"
"min0.5_20",0.5,"0.957","7.99",0.00811,"13.16","13.49","13.32","7.81","8.01","7.9","Ch3","2024-02-20 14:13:48.433","SMR","19.47","02-20_141"
"min20.5_40",20.5,"0.871","7.71",0.00426,"13.27","13.67","13.5","7.79","7.88","7.83","Ch3","2024-02-20 14:33:48.934","SMR","19.48","02-20_141"
"min40.5_60",40.5,"0.749","8.1",0.00575,"13.19","13.66","13.42","7.75","7.89","7.81","Ch3","2024-02-20 14:53:49.317","SMR","19.47","02-20_141"
"min60.5_80",60.5,"0.397","7.99",0.00268,"13.19","13.54","13.37","7.74","7.85","7.81","Ch3","2024-02-20 15:13:48.69","SMR","19.47","02-20_141"
"min80.5_100",80.5,"0.868","7.42",0.00371,"13.25","13.66","13.49","7.72","7.81","7.76","Ch3","2024-02-20 15:33:49.038","SMR","19.47","02-20_141"
"min100.5_120",100.5,"0.939","8.54",0.00722,"13.12","13.6","13.34","7.67","7.81","7.74","Ch3","2024-02-20 15:53:48.38","SMR","19.48","02-20_141"
"min120.5_140",120.5,"0.165","7.57",0.00124,"13.06","13.56","13.32","7.69","7.77","7.73","Ch3","2024-02-20 16:13:48.732","SMR","19.47","02-20_141"
"min140.5_160",140.5,"0","7.65",5e-05,"13.28","13.68","13.53","7.62","7.71","7.66","Ch3","2024-02-20 16:33:49.09","SMR","19.47","02-20_141"
"min160.5_180",160.5,"0.836","8.55",0.00524,"13.3","13.66","13.48","7.6","7.72","7.66","Ch3","2024-02-20 16:53:48.434","SMR","19.47","02-20_141"
"min0.5_20",0.5,"0.97","8.06",0.0097,"13.16","13.49","13.32","7.86","8.09","7.96","Ch4","2024-02-20 14:13:48.433","SMR","19.47","02-20_141"
