"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.822","7.89",0.00491,"13.23","13.75","13.51","7.87","8","7.94","Ch1","2024-02-19 18:39:58.084","SMR","19.48","02-19_183"
"min20.5_40",20.5,"0.367","8",0.00277,"13.23","13.74","13.53","7.87","7.99","7.92","Ch1","2024-02-19 18:59:58.506","SMR","19.48","02-19_183"
"min40.5_60",40.5,"0.656","8.14",0.00443,"13.33","13.74","13.52","7.86","7.98","7.92","Ch1","2024-02-19 19:19:58.076","SMR","19.48","02-19_183"
"min60.5_80",60.5,"0.649","7.7",0.00316,"13.16","13.72","13.47","7.87","7.97","7.93","Ch1","2024-02-19 19:39:58.926","SMR","19.47","02-19_183"
"min80.5_100",80.5,"0.576","8.23",0.00398,"13.24","13.76","13.53","7.82","7.95","7.87","Ch1","2024-02-19 19:59:58.219","SMR","19.47","02-19_183"
"min0.5_20",0.5,"0.791","7.89",0.00447,"13.23","13.75","13.51","7.87","8","7.94","Ch2","2024-02-19 18:39:58.084","SMR","19.48","02-19_183"
"min20.5_40",20.5,"0.389","8",0.00299,"13.23","13.74","13.53","7.86","7.99","7.91","Ch2","2024-02-19 18:59:58.506","SMR","19.48","02-19_183"
"min40.5_60",40.5,"0.696","8.14",0.00465,"13.33","13.74","13.52","7.85","7.97","7.91","Ch2","2024-02-19 19:19:58.076","SMR","19.48","02-19_183"
"min60.5_80",60.5,"0.589","7.72",0.00266,"13.16","13.72","13.47","7.86","7.96","7.91","Ch2","2024-02-19 19:39:58.926","SMR","19.47","02-19_183"
"min80.5_100",80.5,"0.584","8.21",0.004,"13.24","13.76","13.53","7.79","7.93","7.85","Ch2","2024-02-19 19:59:58.219","SMR","19.47","02-19_183"
"min0.5_20",0.5,"0.711","8.08",0.00626,"13.23","13.75","13.51","7.94","8.15","8.02","Ch3","2024-02-19 18:39:58.084","SMR","19.48","02-19_183"
"min20.5_40",20.5,"0.299","8",0.0026,"13.23","13.74","13.53","7.88","8","7.92","Ch3","2024-02-19 18:59:58.506","SMR","19.48","02-19_183"
"min40.5_60",40.5,"0.627","8.12",0.00378,"13.33","13.74","13.52","7.88","7.99","7.93","Ch3","2024-02-19 19:19:58.076","SMR","19.48","02-19_183"
"min60.5_80",60.5,"0.62","7.75",0.00288,"13.16","13.72","13.47","7.89","7.99","7.95","Ch3","2024-02-19 19:39:58.926","SMR","19.47","02-19_183"
"min80.5_100",80.5,"0.45","8.17",0.00307,"13.24","13.76","13.53","7.85","7.97","7.9","Ch3","2024-02-19 19:59:58.219","SMR","19.47","02-19_183"
"min0.5_20",0.5,"0.672","7.91",0.00315,"13.23","13.75","13.51","7.89","7.99","7.94","Ch4","2024-02-19 18:39:58.084","SMR","19.48","02-19_183"
"min20.5_40",20.5,"0.242","7.97",0.00197,"13.23","13.74","13.53","7.88","7.99","7.92","Ch4","2024-02-19 18:59:58.506","SMR","19.48","02-19_183"
"min40.5_60",40.5,"0.693","8.13",0.00419,"13.33","13.74","13.52","7.87","7.97","7.92","Ch4","2024-02-19 19:19:58.076","SMR","19.48","02-19_183"
"min60.5_80",60.5,"0.466","7.77",0.00213,"13.16","13.72","13.47","7.87","7.96","7.92","Ch4","2024-02-19 19:39:58.926","SMR","19.47","02-19_183"
"min80.5_100",80.5,"0.408","8.1",0.00257,"13.24","13.76","13.53","7.82","7.93","7.87","Ch4","2024-02-19 19:59:58.219","SMR","19.47","02-19_183"
