"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.907","7.54",0.00288,"22.97","23.06","23.02","7.47","7.55","7.51","Ch1","2023-12-11 17:11:45.169","SMR","19.48","12-11_171"
"min20.5_40",20.5,"0.945","7.54",0.00278,"22.86","22.99","22.92","7.42","7.49","7.45","Ch1","2023-12-11 17:31:44.725","SMR","19.47","12-11_171"
"min40.5_60",40.5,"0.957","7.55",0.00308,"22.76","22.88","22.81","7.35","7.43","7.39","Ch1","2023-12-11 17:51:45.144","SMR","19.48","12-11_171"
"min60.5_80",60.5,"0.933","7.55",0.0031,"22.7","22.82","22.74","7.29","7.37","7.33","Ch1","2023-12-11 18:11:45.425","SMR","19.47","12-11_171"
"min80.5_100",80.5,"0.559","7.41",0.0017,"22.82","23.17","23.06","7.24","7.29","7.26","Ch1","2023-12-11 18:31:44.896","SMR","19.47","12-11_171"
"min100.5_120",100.5,"0.871","7.42",0.00168,"22.95","23.11","23.03","7.21","7.26","7.24","Ch1","2023-12-11 18:51:45.35","SMR","19.47","12-11_171"
"min120.5_140",120.5,"0.896","7.44",0.00186,"22.82","22.97","22.89","7.17","7.23","7.2","Ch1","2023-12-11 19:11:44.773","SMR","19.47","12-11_171"
"min140.5_160",140.5,"0.883","7.43",0.00176,"22.72","22.85","22.77","7.14","7.19","7.17","Ch1","2023-12-11 19:31:45.171","SMR","19.48","12-11_171"
"min160.5_180",160.5,"0.968","7.89",0.00454,"22.69","23.13","22.87","7.07","7.16","7.11","Ch1","2023-12-11 19:51:45.572","SMR","19.47","12-11_171"
"min180.5_200",180.5,"0.023","7.06",0.00012,"23.02","23.16","23.1","7.07","7.1","7.08","Ch1","2023-12-11 20:11:44.961","SMR","19.47","12-11_171"
"min200.5_220",200.5,"0.882","7.42",0.00169,"22.87","23.04","22.95","7.04","7.09","7.06","Ch1","2023-12-11 20:31:45.312","SMR","19.47","12-11_171"
"min220.5_240",220.5,"0.878","7.41",0.00167,"22.75","22.9","22.82","7","7.05","7.03","Ch1","2023-12-11 20:51:45.687","SMR","19.47","12-11_171"
"min240.5_260",240.5,"0.933","7.96",0.0039,"22.72","23.05","22.81","6.93","7.02","6.98","Ch1","2023-12-11 21:11:45.048","SMR","19.47","12-11_171"
"min260.5_280",260.5,"0.086","6.87",0.00022,"23.05","23.18","23.12","6.92","6.95","6.93","Ch1","2023-12-11 21:31:45.436","SMR","19.47","12-11_171"
"min280.5_300",280.5,"0.892","7.43",0.00179,"22.91","23.07","22.99","6.89","6.94","6.91","Ch1","2023-12-11 21:51:45.022","SMR","19.47","12-11_171"
"min300.5_320",300.5,"0.908","7.49",0.00198,"22.78","22.97","22.85","6.85","6.9","6.88","Ch1","2023-12-11 22:11:45.172","SMR","19.48","12-11_171"
"min320.5_340",320.5,"0.934","7.55",0.00218,"22.7","22.82","22.75","6.81","6.86","6.83","Ch1","2023-12-11 22:31:45.551","SMR","19.47","12-11_171"
"min0.5_20",0.5,"0.962","7.62",0.00379,"22.97","23.06","23.02","7.54","7.63","7.58","Ch2","2023-12-11 17:11:45.169","SMR","19.48","12-11_171"
"min20.5_40",20.5,"0.982","7.67",0.00588,"22.86","22.99","22.92","7.42","7.55","7.49","Ch2","2023-12-11 17:31:44.725","SMR","19.47","12-11_171"
"min40.5_60",40.5,"0.985","7.66",0.00576,"22.76","22.88","22.81","7.31","7.43","7.37","Ch2","2023-12-11 17:51:45.144","SMR","19.48","12-11_171"
"min60.5_80",60.5,"0.967","7.59",0.00456,"22.7","22.82","22.74","7.21","7.32","7.27","Ch2","2023-12-11 18:11:45.425","SMR","19.47","12-11_171"
"min80.5_100",80.5,"0.724","7.43",0.003,"22.82","23.17","23.06","7.13","7.22","7.16","Ch2","2023-12-11 18:31:44.896","SMR","19.47","12-11_171"
"min100.5_120",100.5,"0.879","7.34",0.00187,"22.95","23.11","23.03","7.1","7.16","7.13","Ch2","2023-12-11 18:51:45.35","SMR","19.47","12-11_171"
"min120.5_140",120.5,"0.924","7.39",0.00234,"22.82","22.97","22.89","7.06","7.12","7.09","Ch2","2023-12-11 19:11:44.773","SMR","19.47","12-11_171"
"min140.5_160",140.5,"0.901","7.36",0.00209,"22.72","22.85","22.77","7.01","7.07","7.04","Ch2","2023-12-11 19:31:45.171","SMR","19.48","12-11_171"
"min160.5_180",160.5,"0.972","7.88",0.00531,"22.69","23.13","22.87","6.93","7.04","6.98","Ch2","2023-12-11 19:51:45.572","SMR","19.47","12-11_171"
"min180.5_200",180.5,"0.001","6.93",2e-05,"23.02","23.16","23.1","6.93","6.95","6.94","Ch2","2023-12-11 20:11:44.961","SMR","19.47","12-11_171"
"min200.5_220",200.5,"0.896","7.33",0.00198,"22.87","23.04","22.95","6.89","6.94","6.91","Ch2","2023-12-11 20:31:45.312","SMR","19.47","12-11_171"
"min220.5_240",220.5,"0.898","7.33",0.00198,"22.75","22.9","22.82","6.85","6.9","6.87","Ch2","2023-12-11 20:51:45.687","SMR","19.47","12-11_171"
"min240.5_260",240.5,"0.935","7.93",0.00445,"22.72","23.05","22.81","6.77","6.86","6.82","Ch2","2023-12-11 21:11:45.048","SMR","19.47","12-11_171"
"min260.5_280",260.5,"0.013","6.74",8e-05,"23.05","23.18","23.12","6.75","6.77","6.76","Ch2","2023-12-11 21:31:45.436","SMR","19.47","12-11_171"
"min280.5_300",280.5,"0.917","7.34",0.00208,"22.91","23.07","22.99","6.71","6.76","6.74","Ch2","2023-12-11 21:51:45.022","SMR","19.47","12-11_171"
"min300.5_320",300.5,"0.929","7.41",0.0023,"22.78","22.97","22.85","6.66","6.72","6.69","Ch2","2023-12-11 22:11:45.172","SMR","19.48","12-11_171"
"min320.5_340",320.5,"0.932","7.42",0.00233,"22.7","22.82","22.75","6.62","6.68","6.65","Ch2","2023-12-11 22:31:45.551","SMR","19.47","12-11_171"
"min0.5_20",0.5,"0.959","7.88",0.0044,"22.97","23.06","23.02","7.79","7.89","7.83","Ch3","2023-12-11 17:11:45.169","SMR","19.48","12-11_171"
"min20.5_40",20.5,"0.983","7.88",0.00462,"22.86","22.99","22.92","7.69","7.79","7.74","Ch3","2023-12-11 17:31:44.725","SMR","19.47","12-11_171"
"min40.5_60",40.5,"0.972","7.85",0.00391,"22.76","22.88","22.81","7.62","7.7","7.66","Ch3","2023-12-11 17:51:45.144","SMR","19.48","12-11_171"
"min60.5_80",60.5,"0.948","7.82",0.00336,"22.7","22.82","22.74","7.54","7.63","7.59","Ch3","2023-12-11 18:11:45.425","SMR","19.47","12-11_171"
"min80.5_100",80.5,"0.548","7.68",0.00201,"22.82","23.17","23.06","7.48","7.55","7.5","Ch3","2023-12-11 18:31:44.896","SMR","19.47","12-11_171"
"min100.5_120",100.5,"0.823","7.63",0.00131,"22.95","23.11","23.03","7.47","7.51","7.49","Ch3","2023-12-11 18:51:45.35","SMR","19.47","12-11_171"
"min120.5_140",120.5,"0.883","7.67",0.00163,"22.82","22.97","22.89","7.44","7.48","7.46","Ch3","2023-12-11 19:11:44.773","SMR","19.47","12-11_171"
"min140.5_160",140.5,"0.867","7.65",0.00146,"22.72","22.85","22.77","7.41","7.45","7.43","Ch3","2023-12-11 19:31:45.171","SMR","19.48","12-11_171"
"min160.5_180",160.5,"0.972","8.2",0.00482,"22.69","23.13","22.87","7.33","7.42","7.38","Ch3","2023-12-11 19:51:45.572","SMR","19.47","12-11_171"
"min180.5_200",180.5,"0.532","7.21",0.00074,"23.02","23.16","23.1","7.33","7.36","7.35","Ch3","2023-12-11 20:11:44.961","SMR","19.47","12-11_171"
"min200.5_220",200.5,"0.747","7.55",0.00101,"22.87","23.04","22.95","7.32","7.36","7.34","Ch3","2023-12-11 20:31:45.312","SMR","19.47","12-11_171"
"min220.5_240",220.5,"0.837","7.61",0.00128,"22.75","22.9","22.82","7.29","7.34","7.32","Ch3","2023-12-11 20:51:45.687","SMR","19.47","12-11_171"
"min240.5_260",240.5,"0.911","8.23",0.00381,"22.72","23.05","22.81","7.23","7.31","7.28","Ch3","2023-12-11 21:11:45.048","SMR","19.47","12-11_171"
"min260.5_280",260.5,"0.707","6.96",0.001,"23.05","23.18","23.12","7.22","7.25","7.23","Ch3","2023-12-11 21:31:45.436","SMR","19.47","12-11_171"
"min280.5_300",280.5,"0.768","7.52",0.001,"22.91","23.07","22.99","7.21","7.25","7.23","Ch3","2023-12-11 21:51:45.022","SMR","19.47","12-11_171"
"min300.5_320",300.5,"0.806","7.57",0.00118,"22.78","22.97","22.85","7.19","7.23","7.21","Ch3","2023-12-11 22:11:45.172","SMR","19.48","12-11_171"
"min320.5_340",320.5,"0.848","7.64",0.0014,"22.7","22.82","22.75","7.16","7.2","7.18","Ch3","2023-12-11 22:31:45.551","SMR","19.47","12-11_171"
