"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.804","7.72",0.00632,"13.3","13.75","13.53","7.55","7.77","7.66","Ch1","2024-02-21 15:01:40.826","SMR","19.47","02-21_150"
"min20.5_40",20.5,"0.655","7.68",0.00472,"13.31","13.93","13.58","7.45","7.62","7.54","Ch1","2024-02-21 15:21:40.208","SMR","19.47","02-21_150"
"min40.5_60",40.5,"0.302","7.62",0.00187,"13.25","13.86","13.45","7.44","7.56","7.52","Ch1","2024-02-21 15:41:40.579","SMR","19.47","02-21_150"
"min60.5_80",60.5,"0.077","7.49",0.00087,"13.39","13.86","13.62","7.38","7.49","7.43","Ch1","2024-02-21 16:01:40.819","SMR","19.47","02-21_150"
"min80.5_100",80.5,"0.871","7.93",0.00576,"13.38","13.8","13.55","7.33","7.47","7.41","Ch1","2024-02-21 16:21:40.182","SMR","19.47","02-21_150"
"min100.5_120",100.5,"0.189","7.51",0.00127,"13.36","13.82","13.53","7.29","7.41","7.37","Ch1","2024-02-21 16:41:40.542","SMR","19.48","02-21_150"
"min120.5_140",120.5,"0.09","7.23",0.00071,"13.35","13.93","13.55","7.24","7.35","7.32","Ch1","2024-02-21 17:01:40.921","SMR","19.47","02-21_150"
"min140.5_160",140.5,"0.082","7.4",0.00091,"13.42","13.94","13.62","7.2","7.32","7.27","Ch1","2024-02-21 17:21:40.305","SMR","19.47","02-21_150"
"min160.5_180",160.5,"0.734","8.01",0.00454,"13.4","13.83","13.59","7.18","7.3","7.24","Ch1","2024-02-21 17:41:40.684","SMR","19.48","02-21_150"
"min0.5_20",0.5,"0.751","7.94",0.00526,"13.3","13.75","13.53","7.79","7.99","7.88","Ch2","2024-02-21 15:01:40.826","SMR","19.47","02-21_150"
"min20.5_40",20.5,"0.557","7.9",0.00385,"13.31","13.93","13.58","7.7","7.86","7.78","Ch2","2024-02-21 15:21:40.208","SMR","19.47","02-21_150"
"min40.5_60",40.5,"0.074","7.83",8e-04,"13.25","13.86","13.45","7.72","7.83","7.79","Ch2","2024-02-21 15:41:40.579","SMR","19.47","02-21_150"
"min60.5_80",60.5,"0","7.71",6e-05,"13.39","13.86","13.62","7.67","7.76","7.72","Ch2","2024-02-21 16:01:40.819","SMR","19.47","02-21_150"
"min80.5_100",80.5,"0.824","8.16",0.00495,"13.38","13.8","13.55","7.64","7.77","7.71","Ch2","2024-02-21 16:21:40.182","SMR","19.47","02-21_150"
"min100.5_120",100.5,"0.02","7.74",0.00039,"13.36","13.82","13.53","7.6","7.73","7.69","Ch2","2024-02-21 16:41:40.542","SMR","19.48","02-21_150"
"min120.5_140",120.5,"0.288","7.46",0.00148,"13.35","13.93","13.55","7.58","7.69","7.66","Ch2","2024-02-21 17:01:40.921","SMR","19.47","02-21_150"
"min140.5_160",140.5,"0.007","7.66",0.00028,"13.42","13.94","13.62","7.55","7.67","7.62","Ch2","2024-02-21 17:21:40.305","SMR","19.47","02-21_150"
"min160.5_180",160.5,"0.657","8.28",0.00399,"13.4","13.83","13.59","7.54","7.66","7.6","Ch2","2024-02-21 17:41:40.684","SMR","19.48","02-21_150"
"min0.5_20",0.5,"0.674","7.94",0.00445,"13.3","13.75","13.53","7.8","7.98","7.89","Ch4","2024-02-21 15:01:40.826","SMR","19.47","02-21_150"
"min20.5_40",20.5,"0.539","7.91",0.00376,"13.31","13.93","13.58","7.72","7.88","7.8","Ch4","2024-02-21 15:21:40.208","SMR","19.47","02-21_150"
"min40.5_60",40.5,"0.014","7.83",0.00035,"13.25","13.86","13.45","7.74","7.85","7.81","Ch4","2024-02-21 15:41:40.579","SMR","19.47","02-21_150"
"min60.5_80",60.5,"0.023","7.72",0.00047,"13.39","13.86","13.62","7.7","7.79","7.75","Ch4","2024-02-21 16:01:40.819","SMR","19.47","02-21_150"
"min80.5_100",80.5,"0.818","8.19",0.00484,"13.38","13.8","13.55","7.68","7.8","7.75","Ch4","2024-02-21 16:21:40.182","SMR","19.47","02-21_150"
"min100.5_120",100.5,"0","7.74",1e-05,"13.36","13.82","13.53","7.66","7.78","7.74","Ch4","2024-02-21 16:41:40.542","SMR","19.48","02-21_150"
"min120.5_140",120.5,"0.427","7.45",0.002,"13.35","13.93","13.55","7.64","7.75","7.71","Ch4","2024-02-21 17:01:40.921","SMR","19.47","02-21_150"
"min140.5_160",140.5,"0.001","7.66",0.00011,"13.42","13.94","13.62","7.6","7.72","7.68","Ch4","2024-02-21 17:21:40.305","SMR","19.47","02-21_150"
"min160.5_180",160.5,"0.647","8.32",0.00381,"13.4","13.83","13.59","7.61","7.73","7.67","Ch4","2024-02-21 17:41:40.684","SMR","19.48","02-21_150"
