"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.001","7.98",0.00011,"13.25","13.61","13.48","7.94","8.03","7.97","Ch1","2024-02-18 10:28:34.404","SMR","19.47","02-18_102"
"min20.5_40",20.5,"0.581","8.05",0.00407,"13.21","13.67","13.47","7.88","8","7.93","Ch1","2024-02-18 10:48:33.906","SMR","19.47","02-18_102"
"min40.5_60",40.5,"0.785","8.19",0.0054,"13.28","13.66","13.42","7.84","7.97","7.92","Ch1","2024-02-18 11:08:34.311","SMR","19.47","02-18_102"
"min60.5_80",60.5,"0.877","7.6",0.00401,"13.27","13.73","13.53","7.83","7.93","7.88","Ch1","2024-02-18 11:28:34.418","SMR","19.47","02-18_102"
"min80.5_100",80.5,"0.485","8.17",0.0037,"13.26","13.67","13.5","7.78","7.92","7.83","Ch1","2024-02-18 11:48:33.942","SMR","19.47","02-18_102"
"min100.5_120",100.5,"0.816","8.48",0.00606,"13.22","13.68","13.43","7.73","7.88","7.81","Ch1","2024-02-18 12:08:34.365","SMR","19.47","02-18_102"
"min120.5_140",120.5,"0.567","7.4",0.00286,"13.31","13.69","13.5","7.73","7.82","7.78","Ch1","2024-02-18 12:28:33.776","SMR","19.48","02-18_102"
"min140.5_160",140.5,"0.003","7.7",0.00016,"13.39","13.68","13.54","7.69","7.77","7.73","Ch1","2024-02-18 12:48:33.733","SMR","19.48","02-18_102"
"min160.5_180",160.5,"0.41","8.22",0.00307,"13.31","13.65","13.51","7.66","7.78","7.7","Ch1","2024-02-18 13:08:34.023","SMR","19.47","02-18_102"
"min0.5_20",0.5,"0.26","8.01",0.00206,"13.25","13.61","13.48","7.95","8.07","7.99","Ch2","2024-02-18 10:28:34.404","SMR","19.47","02-18_102"
"min20.5_40",20.5,"0.597","8.06",0.0043,"13.21","13.67","13.47","7.87","8","7.93","Ch2","2024-02-18 10:48:33.906","SMR","19.47","02-18_102"
"min40.5_60",40.5,"0.798","8.19",0.00545,"13.28","13.66","13.42","7.84","7.96","7.91","Ch2","2024-02-18 11:08:34.311","SMR","19.47","02-18_102"
"min60.5_80",60.5,"0.864","7.6",0.0039,"13.27","13.73","13.53","7.82","7.93","7.88","Ch2","2024-02-18 11:28:34.418","SMR","19.47","02-18_102"
"min80.5_100",80.5,"0.486","8.16",0.00369,"13.26","13.67","13.5","7.78","7.91","7.83","Ch2","2024-02-18 11:48:33.942","SMR","19.47","02-18_102"
"min100.5_120",100.5,"0.818","8.47",0.00594,"13.22","13.68","13.43","7.73","7.87","7.81","Ch2","2024-02-18 12:08:34.365","SMR","19.47","02-18_102"
"min120.5_140",120.5,"0.559","7.41",0.00285,"13.31","13.69","13.5","7.73","7.82","7.78","Ch2","2024-02-18 12:28:33.776","SMR","19.48","02-18_102"
"min140.5_160",140.5,"0.005","7.7",0.00021,"13.39","13.68","13.54","7.69","7.77","7.73","Ch2","2024-02-18 12:48:33.733","SMR","19.48","02-18_102"
"min160.5_180",160.5,"0.416","8.23",0.00308,"13.31","13.65","13.51","7.66","7.78","7.71","Ch2","2024-02-18 13:08:34.023","SMR","19.47","02-18_102"
"min0.5_20",0.5,"0.156","7.95",0.00141,"13.25","13.61","13.48","7.93","8.01","7.97","Ch3","2024-02-18 10:28:34.404","SMR","19.47","02-18_102"
"min20.5_40",20.5,"0.529","8.06",0.00388,"13.21","13.67","13.47","7.89","8.01","7.94","Ch3","2024-02-18 10:48:33.906","SMR","19.47","02-18_102"
"min40.5_60",40.5,"0.786","8.21",0.00543,"13.28","13.66","13.42","7.85","7.98","7.93","Ch3","2024-02-18 11:08:34.311","SMR","19.47","02-18_102"
