"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.967","7.89",0.00592,"18.91","19.22","18.99","7.76","7.9","7.83","Ch1","2023-11-30 12:22:12.459","SMR","19.47","11-30_122"
"min20.5_40",20.5,"0.724","7.81",0.00185,"19.09","19.25","19.17","7.73","7.78","7.76","Ch1","2023-11-30 12:42:11.915","SMR","19.47","11-30_122"
"min40.5_60",40.5,"0.95","7.89",0.00382,"19.04","19.16","19.09","7.65","7.74","7.7","Ch1","2023-11-30 13:02:12.337","SMR","19.47","11-30_122"
"min60.5_80",60.5,"0.967","7.88",0.00375,"18.95","19.05","19","7.58","7.66","7.62","Ch1","2023-11-30 13:22:12.672","SMR","19.47","11-30_122"
"min80.5_100",80.5,"0.966","7.91",0.00402,"18.89","18.97","18.93","7.5","7.59","7.54","Ch1","2023-11-30 13:42:12.032","SMR","19.48","11-30_122"
"min100.5_120",100.5,"0.72","7.75",0.00275,"18.91","19.19","19.09","7.41","7.5","7.44","Ch1","2023-11-30 14:02:12.572","SMR","19.47","11-30_122"
"min120.5_140",120.5,"0.953","7.84",0.00344,"18.98","19.09","19.04","7.35","7.43","7.39","Ch1","2023-11-30 14:22:11.977","SMR","19.47","11-30_122"
"min140.5_160",140.5,"0.95","7.81",0.00329,"18.92","19.02","18.97","7.28","7.36","7.32","Ch1","2023-11-30 14:42:12.358","SMR","19.47","11-30_122"
"min160.5_180",160.5,"0.955","7.83",0.00341,"18.86","18.94","18.9","7.21","7.29","7.25","Ch1","2023-11-30 15:02:11.74","SMR","19.48","11-30_122"
"min0.5_20",0.5,"0.947","7.67",0.00505,"18.91","19.22","18.99","7.56","7.68","7.62","Ch2","2023-11-30 12:22:12.459","SMR","19.47","11-30_122"
"min20.5_40",20.5,"0.379","7.6",0.00096,"19.09","19.25","19.17","7.55","7.59","7.57","Ch2","2023-11-30 12:42:11.915","SMR","19.47","11-30_122"
"min40.5_60",40.5,"0.915","7.68",0.00307,"19.04","19.16","19.09","7.49","7.57","7.53","Ch2","2023-11-30 13:02:12.337","SMR","19.47","11-30_122"
"min60.5_80",60.5,"0.912","7.66",0.00267,"18.95","19.05","19","7.43","7.5","7.47","Ch2","2023-11-30 13:22:12.672","SMR","19.47","11-30_122"
"min80.5_100",80.5,"0.933","7.69",0.00309,"18.89","18.97","18.93","7.37","7.45","7.41","Ch2","2023-11-30 13:42:12.032","SMR","19.48","11-30_122"
"min100.5_120",100.5,"0.516","7.54",0.00193,"18.91","19.19","19.09","7.31","7.38","7.33","Ch2","2023-11-30 14:02:12.572","SMR","19.47","11-30_122"
"min120.5_140",120.5,"0.907","7.63",0.00265,"18.98","19.09","19.04","7.25","7.32","7.29","Ch2","2023-11-30 14:22:11.977","SMR","19.47","11-30_122"
"min140.5_160",140.5,"0.914","7.63",0.00262,"18.92","19.02","18.97","7.2","7.27","7.23","Ch2","2023-11-30 14:42:12.358","SMR","19.47","11-30_122"
"min160.5_180",160.5,"0.915","7.66",0.00283,"18.86","18.94","18.9","7.14","7.22","7.18","Ch2","2023-11-30 15:02:11.74","SMR","19.48","11-30_122"
"min0.5_20",0.5,"0.959","7.69",0.00525,"18.91","19.22","18.99","7.57","7.69","7.63","Ch3","2023-11-30 12:22:12.459","SMR","19.47","11-30_122"
"min20.5_40",20.5,"0.655","7.62",0.00158,"19.09","19.25","19.17","7.54","7.6","7.57","Ch3","2023-11-30 12:42:11.915","SMR","19.47","11-30_122"
"min40.5_60",40.5,"0.941","7.69",0.00341,"19.04","19.16","19.09","7.48","7.56","7.52","Ch3","2023-11-30 13:02:12.337","SMR","19.47","11-30_122"
"min60.5_80",60.5,"0.963","7.7",0.00353,"18.95","19.05","19","7.41","7.49","7.45","Ch3","2023-11-30 13:22:12.672","SMR","19.47","11-30_122"
"min80.5_100",80.5,"0.96","7.7",0.00357,"18.89","18.97","18.93","7.33","7.42","7.38","Ch3","2023-11-30 13:42:12.032","SMR","19.48","11-30_122"
"min100.5_120",100.5,"0.675","7.55",0.00241,"18.91","19.19","19.09","7.26","7.34","7.29","Ch3","2023-11-30 14:02:12.572","SMR","19.47","11-30_122"
"min120.5_140",120.5,"0.953","7.66",0.0033,"18.98","19.09","19.04","7.19","7.27","7.23","Ch3","2023-11-30 14:22:11.977","SMR","19.47","11-30_122"
"min140.5_160",140.5,"0.949","7.62",0.00302,"18.92","19.02","18.97","7.13","7.21","7.17","Ch3","2023-11-30 14:42:12.358","SMR","19.47","11-30_122"
"min160.5_180",160.5,"0.958","7.66",0.00327,"18.86","18.94","18.9","7.06","7.15","7.11","Ch3","2023-11-30 15:02:11.74","SMR","19.48","11-30_122"
"min0.5_20",0.5,"0.951","7.94",0.00418,"18.91","19.22","18.99","7.85","7.95","7.9","Ch4","2023-11-30 12:22:12.459","SMR","19.47","11-30_122"
"min20.5_40",20.5,"0.735","7.9",0.00183,"19.09","19.25","19.17","7.82","7.87","7.85","Ch4","2023-11-30 12:42:11.915","SMR","19.47","11-30_122"
"min40.5_60",40.5,"0.921","7.94",0.00295,"19.04","19.16","19.09","7.76","7.83","7.79","Ch4","2023-11-30 13:02:12.337","SMR","19.47","11-30_122"
"min60.5_80",60.5,"0.939","7.93",0.00265,"18.95","19.05","19","7.7","7.77","7.74","Ch4","2023-11-30 13:22:12.672","SMR","19.47","11-30_122"
"min80.5_100",80.5,"0.927","7.93",0.00266,"18.89","18.97","18.93","7.65","7.72","7.69","Ch4","2023-11-30 13:42:12.032","SMR","19.48","11-30_122"
"min100.5_120",100.5,"0.464","7.77",0.00131,"18.91","19.19","19.09","7.6","7.66","7.62","Ch4","2023-11-30 14:02:12.572","SMR","19.47","11-30_122"
"min120.5_140",120.5,"0.907","7.9",0.00235,"18.98","19.09","19.04","7.55","7.62","7.59","Ch4","2023-11-30 14:22:11.977","SMR","19.47","11-30_122"
"min140.5_160",140.5,"0.901","7.86",0.00209,"18.92","19.02","18.97","7.51","7.57","7.54","Ch4","2023-11-30 14:42:12.358","SMR","19.47","11-30_122"
"min160.5_180",160.5,"0.895","7.86",0.00209,"18.86","18.94","18.9","7.47","7.53","7.5","Ch4","2023-11-30 15:02:11.74","SMR","19.48","11-30_122"
