"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.911","7.81",0.00438,"22.78","23.07","22.89","7.7","7.82","7.76","Ch1","2023-12-03 15:31:21.772","SMR","19.47","12-03_153"
"min20.5_40",20.5,"0.96","7.82",0.00631,"22.86","23.15","23.02","7.57","7.7","7.63","Ch1","2023-12-03 15:51:22.149","SMR","19.47","12-03_153"
"min40.5_60",40.5,"0.862","7.82",0.00531,"22.82","23.09","22.91","7.47","7.59","7.55","Ch1","2023-12-03 16:11:21.565","SMR","19.48","12-03_153"
"min60.5_80",60.5,"0.727","7.61",0.00256,"22.94","23.14","23.07","7.41","7.49","7.43","Ch1","2023-12-03 16:31:22.022","SMR","19.47","12-03_153"
"min0.5_20",0.5,"0.479","7.55",0.00145,"22.78","23.07","22.89","7.49","7.57","7.54","Ch2","2023-12-03 15:31:21.772","SMR","19.47","12-03_153"
"min20.5_40",20.5,"0.954","7.61",0.00536,"22.86","23.15","23.02","7.39","7.51","7.44","Ch2","2023-12-03 15:51:22.149","SMR","19.47","12-03_153"
"min40.5_60",40.5,"0.862","7.63",0.00518,"22.82","23.09","22.91","7.3","7.42","7.37","Ch2","2023-12-03 16:11:21.565","SMR","19.48","12-03_153"
"min60.5_80",60.5,"0.732","7.45",0.00265,"22.94","23.14","23.07","7.23","7.31","7.26","Ch2","2023-12-03 16:31:22.022","SMR","19.47","12-03_153"
"min0.5_20",0.5,"0.022","7.59",2e-04,"22.78","23.07","22.89","7.57","7.61","7.59","Ch3","2023-12-03 15:31:21.772","SMR","19.47","12-03_153"
"min20.5_40",20.5,"0.823","7.62",0.00238,"22.86","23.15","23.02","7.51","7.58","7.55","Ch3","2023-12-03 15:51:22.149","SMR","19.47","12-03_153"
"min40.5_60",40.5,"0.689","7.68",0.0031,"22.82","23.09","22.91","7.47","7.56","7.53","Ch3","2023-12-03 16:11:21.565","SMR","19.48","12-03_153"
"min60.5_80",60.5,"0.279","7.51",0.00077,"22.94","23.14","23.07","7.44","7.49","7.46","Ch3","2023-12-03 16:31:22.022","SMR","19.47","12-03_153"
"min0.5_20",0.5,"0.873","7.9",0.00448,"22.78","23.07","22.89","7.79","7.91","7.85","Ch4","2023-12-03 15:31:21.772","SMR","19.47","12-03_153"
"min20.5_40",20.5,"0.981","7.93",0.00738,"22.86","23.15","23.02","7.64","7.79","7.71","Ch4","2023-12-03 15:51:22.149","SMR","19.47","12-03_153"
"min40.5_60",40.5,"0.961","7.91",0.00628,"22.82","23.09","22.91","7.52","7.65","7.59","Ch4","2023-12-03 16:11:21.565","SMR","19.48","12-03_153"
"min60.5_80",60.5,"0.895","7.7",0.0031,"22.94","23.14","23.07","7.45","7.53","7.48","Ch4","2023-12-03 16:31:22.022","SMR","19.47","12-03_153"
