"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.535","7.71",0.0028,"13.03","13.5","13.31","7.64","7.76","7.68","Ch1","2024-02-18 10:28:34.591","SMR","19.47","02-18_102"
"min20.5_40",20.5,"0.132","7.65",0.00147,"13.08","13.54","13.34","7.56","7.67","7.6","Ch1","2024-02-18 10:48:34.047","SMR","19.48","02-18_102"
"min40.5_60",40.5,"0.88","7.88",0.00574,"13.09","13.59","13.29","7.52","7.65","7.59","Ch1","2024-02-18 11:08:34.533","SMR","19.47","02-18_102"
"min60.5_80",60.5,"0.646","7.36",0.00306,"13.07","13.71","13.35","7.51","7.61","7.57","Ch1","2024-02-18 11:28:34.208","SMR","19.48","02-18_102"
"min80.5_100",80.5,"0.016","7.56",0.00048,"13.18","13.78","13.39","7.44","7.57","7.52","Ch1","2024-02-18 11:48:34.58","SMR","19.47","02-18_102"
"min100.5_120",100.5,"0.884","8.2",0.00631,"13.06","13.58","13.29","7.44","7.57","7.51","Ch1","2024-02-18 12:08:33.941","SMR","19.47","02-18_102"
"min120.5_140",120.5,"0.107","7.35",0.00106,"13.1","13.6","13.33","7.44","7.53","7.49","Ch1","2024-02-18 12:28:34.304","SMR","19.47","02-18_102"
"min140.5_160",140.5,"0.415","7.11",0.00221,"13.14","13.7","13.4","7.38","7.49","7.44","Ch1","2024-02-18 12:48:34.601","SMR","19.47","02-18_102"
"min160.5_180",160.5,"0.083","7.59",0.00102,"13.16","13.6","13.37","7.37","7.48","7.42","Ch1","2024-02-18 13:08:34.066","SMR","19.48","02-18_102"
"min0.5_20",0.5,"0.009","7.93",0.00024,"13.03","13.5","13.31","7.9","7.97","7.93","Ch2","2024-02-18 10:28:34.591","SMR","19.47","02-18_102"
"min20.5_40",20.5,"0.165","7.92",0.0019,"13.08","13.54","13.34","7.81","7.94","7.86","Ch2","2024-02-18 10:48:34.047","SMR","19.48","02-18_102"
"min40.5_60",40.5,"0.858","8.19",0.0067,"13.09","13.59","13.29","7.77","7.92","7.85","Ch2","2024-02-18 11:08:34.533","SMR","19.47","02-18_102"
"min60.5_80",60.5,"0.749","7.54",0.00413,"13.07","13.71","13.35","7.75","7.88","7.83","Ch2","2024-02-18 11:28:34.208","SMR","19.48","02-18_102"
"min80.5_100",80.5,"0.065","7.87",0.0012,"13.18","13.78","13.39","7.68","7.83","7.77","Ch2","2024-02-18 11:48:34.58","SMR","19.47","02-18_102"
"min100.5_120",100.5,"0.895","8.6",0.00771,"13.06","13.58","13.29","7.67","7.82","7.75","Ch2","2024-02-18 12:08:33.941","SMR","19.47","02-18_102"
"min120.5_140",120.5,"0.167","7.51",0.0016,"13.1","13.6","13.33","7.67","7.77","7.72","Ch2","2024-02-18 12:28:34.304","SMR","19.47","02-18_102"
"min140.5_160",140.5,"0.384","7.31",0.0024,"13.14","13.7","13.4","7.6","7.72","7.67","Ch2","2024-02-18 12:48:34.601","SMR","19.47","02-18_102"
"min160.5_180",160.5,"0.139","7.92",0.00167,"13.16","13.6","13.37","7.57","7.71","7.64","Ch2","2024-02-18 13:08:34.066","SMR","19.48","02-18_102"
"min0.5_20",0.5,"0.49","7.9",0.00255,"13.03","13.5","13.31","7.89","7.98","7.93","Ch4","2024-02-18 10:28:34.591","SMR","19.47","02-18_102"
"min20.5_40",20.5,"0.025","7.92",0.00067,"13.08","13.54","13.34","7.85","7.96","7.9","Ch4","2024-02-18 10:48:34.047","SMR","19.48","02-18_102"
"min40.5_60",40.5,"0.858","8.21",0.00608,"13.09","13.59","13.29","7.83","7.96","7.9","Ch4","2024-02-18 11:08:34.533","SMR","19.47","02-18_102"
"min60.5_80",60.5,"0.79","7.56",0.00481,"13.07","13.71","13.35","7.82","7.95","7.9","Ch4","2024-02-18 11:28:34.208","SMR","19.48","02-18_102"
"min80.5_100",80.5,"0.002","7.87",0.00023,"13.18","13.78","13.39","7.76","7.9","7.85","Ch4","2024-02-18 11:48:34.58","SMR","19.47","02-18_102"
"min100.5_120",100.5,"0.886","8.63",0.00711,"13.06","13.58","13.29","7.77","7.92","7.85","Ch4","2024-02-18 12:08:33.941","SMR","19.47","02-18_102"
"min120.5_140",120.5,"0.346","7.5",0.00256,"13.1","13.6","13.33","7.78","7.89","7.84","Ch4","2024-02-18 12:28:34.304","SMR","19.47","02-18_102"
"min140.5_160",140.5,"0.511","7.32",0.00317,"13.14","13.7","13.4","7.74","7.85","7.8","Ch4","2024-02-18 12:48:34.601","SMR","19.47","02-18_102"
"min160.5_180",160.5,"0.038","7.92",0.00081,"13.16","13.6","13.37","7.73","7.85","7.78","Ch4","2024-02-18 13:08:34.066","SMR","19.48","02-18_102"
