"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.935","8.06",0.0126,"22.8","23.03","22.91","7.82","8.11","7.93","Ch1","2023-12-06 12:10:20.685","SMR","19.47","12-06_120"
"min20.5_40",20.5,"0.981","7.98",0.00786,"22.79","23.12","22.96","7.66","7.83","7.74","Ch1","2023-12-06 12:30:21.114","SMR","19.47","12-06_120"
"min40.5_60",40.5,"0.967","7.91",0.00616,"22.98","23.31","23.16","7.54","7.66","7.6","Ch1","2023-12-06 12:50:20.578","SMR","19.47","12-06_120"
"min60.5_80",60.5,"0.972","7.94",0.00665,"22.86","23.12","22.93","7.4","7.54","7.47","Ch1","2023-12-06 13:10:21.479","SMR","19.46","12-06_120"
"min80.5_100",80.5,"0.959","7.78",0.00467,"22.95","23.13","23.03","7.3","7.41","7.36","Ch1","2023-12-06 13:30:20.906","SMR","19.48","12-06_120"
"min100.5_120",100.5,"0.969","7.79",0.0048,"22.94","23.2","23.05","7.21","7.31","7.26","Ch1","2023-12-06 13:50:21.403","SMR","19.46","12-06_120"
"min120.5_140",120.5,"0.884","7.69",0.00397,"22.95","23.33","23.06","7.12","7.22","7.17","Ch1","2023-12-06 14:10:20.919","SMR","19.48","12-06_120"
"min140.5_160",140.5,"0.937","7.65",0.0037,"22.92","23.19","23.03","7.05","7.14","7.09","Ch1","2023-12-06 14:30:21.358","SMR","19.47","12-06_120"
"min160.5_180",160.5,"0.958","7.75",0.00437,"22.94","23.22","23.07","6.96","7.06","7.01","Ch1","2023-12-06 14:50:20.81","SMR","19.47","12-06_120"
"min0.5_20",0.5,"0.908","7.77",0.01324,"22.8","23.03","22.91","7.52","7.84","7.63","Ch2","2023-12-06 12:10:20.685","SMR","19.47","12-06_120"
"min20.5_40",20.5,"0.968","7.7",0.00901,"22.79","23.12","22.96","7.35","7.54","7.43","Ch2","2023-12-06 12:30:21.114","SMR","19.47","12-06_120"
"min40.5_60",40.5,"0.726","7.54",0.00523,"22.98","23.31","23.16","7.22","7.36","7.28","Ch2","2023-12-06 12:50:20.578","SMR","19.47","12-06_120"
"min60.5_80",60.5,"0.976","7.73",0.00808,"22.86","23.12","22.93","7.08","7.25","7.16","Ch2","2023-12-06 13:10:21.479","SMR","19.46","12-06_120"
"min80.5_100",80.5,"0.958","7.5",0.00531,"22.95","23.13","23.03","6.96","7.09","7.02","Ch2","2023-12-06 13:30:20.906","SMR","19.48","12-06_120"
"min100.5_120",100.5,"0.981","7.64",0.00674,"22.94","23.2","23.05","6.83","6.97","6.9","Ch2","2023-12-06 13:50:21.403","SMR","19.46","12-06_120"
"min120.5_140",120.5,"0.922","7.44",0.00501,"22.95","23.33","23.06","6.73","6.84","6.79","Ch2","2023-12-06 14:10:20.919","SMR","19.48","12-06_120"
"min140.5_160",140.5,"0.939","7.35",0.00449,"22.92","23.19","23.03","6.63","6.74","6.68","Ch2","2023-12-06 14:30:21.358","SMR","19.47","12-06_120"
"min160.5_180",160.5,"0.976","7.56",0.00581,"22.94","23.22","23.07","6.51","6.63","6.57","Ch2","2023-12-06 14:50:20.81","SMR","19.47","12-06_120"
