"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.499","7.74",0.00366,"14.68","15.22","14.87","7.68","7.81","7.77","Ch1","2023-12-09 17:51:27.422","SMR","19.47","12-09_175"
"min20.5_40",20.5,"0.903","7.65",0.00644,"14.77","15.32","15.04","7.76","7.9","7.85","Ch1","2023-12-09 18:11:27.979","SMR","19.47","12-09_175"
"min40.5_60",40.5,"0.185","7.92",0.00138,"14.8","15.28","15.04","7.8","7.89","7.85","Ch1","2023-12-09 18:31:27.379","SMR","19.47","12-09_175"
"min60.5_80",60.5,"0.632","8.12",0.00353,"14.77","15.18","14.92","7.81","7.91","7.87","Ch1","2023-12-09 18:51:27.828","SMR","19.47","12-09_175"
"min80.5_100",80.5,"0.397","7.65",0.00248,"14.83","15.19","15","7.82","7.91","7.87","Ch1","2023-12-09 19:11:28.466","SMR","19.46","12-09_175"
"min100.5_120",100.5,"0.454","7.53",0.00287,"14.97","15.36","15.13","7.79","7.9","7.85","Ch1","2023-12-09 19:31:27.565","SMR","19.47","12-09_175"
"min120.5_140",120.5,"0.693","8.34",0.00364,"14.87","15.36","15.07","7.81","7.92","7.86","Ch1","2023-12-09 19:51:27.912","SMR","19.47","12-09_175"
"min140.5_160",140.5,"0.255","8.18",0.00198,"14.79","15.17","14.95","7.83","7.93","7.88","Ch1","2023-12-09 20:11:27.293","SMR","19.47","12-09_175"
"min160.5_180",160.5,"0.796","7.07",0.00463,"14.84","15.34","15.09","7.8","7.91","7.86","Ch1","2023-12-09 20:31:27.667","SMR","19.48","12-09_175"
"min180.5_200",180.5,"0.229","8.17",0.00165,"14.88","15.32","15.1","7.8","7.9","7.85","Ch1","2023-12-09 20:51:28.043","SMR","19.47","12-09_175"
"min200.5_220",200.5,"0.591","8.62",0.00355,"14.82","15.2","14.97","7.81","7.92","7.88","Ch1","2023-12-09 21:11:27.42","SMR","19.47","12-09_175"
"min220.5_240",220.5,"0.465","7.18",0.00297,"14.86","15.28","15.03","7.82","7.92","7.87","Ch1","2023-12-09 21:31:27.786","SMR","19.48","12-09_175"
"min240.5_260",240.5,"0.514","7.18",0.00268,"14.98","15.35","15.11","7.8","7.9","7.85","Ch1","2023-12-09 21:51:28.161","SMR","19.47","12-09_175"
"min260.5_280",260.5,"0.538","7.01",0.00317,"14.89","15.33","15.12","7.81","7.92","7.86","Ch1","2023-12-09 22:11:27.522","SMR","19.47","12-09_175"
"min280.5_300",280.5,"0.063","8.11",0.00085,"14.89","15.28","15.08","7.81","7.91","7.86","Ch1","2023-12-09 22:31:27.903","SMR","19.47","12-09_175"
"min300.5_320",300.5,"0.835","9.24",0.00446,"14.83","15.32","15.04","7.79","7.92","7.86","Ch1","2023-12-09 22:51:27.237","SMR","19.48","12-09_175"
"min320.5_340",320.5,"0.02","8.05",0.00052,"14.78","15.32","14.96","7.81","7.92","7.88","Ch1","2023-12-09 23:11:27.587","SMR","19.47","12-09_175"
