#--- Experiment --------------------------------------------------------------------------
#121023_15C_E1E2E4E3E4E5_cory
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#HOFFMAN-LAB01
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2 BOX2 [B] FSO2-C4 SN:24C53407596FD0B5 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [B T1] - PT100 Temperature Sensor - Calibration offset = 0.10°C
#--- Measurement Data --------------------------------------------------------------------
Date [B T1]	Time [B T1]	 dt (s) [B T1]	Sample Temp. (°C) [B T1]	Status [B T1]
10-12-2023	11:09:28.741	0.018	15.041	OK
10-12-2023	11:09:29.744	1.021	15.041	OK
10-12-2023	11:09:30.742	2.019	15.041	OK
10-12-2023	11:09:31.745	3.022	15.039	OK
10-12-2023	11:09:32.743	4.021	15.037	OK
10-12-2023	11:09:33.742	5.019	15.036	OK
10-12-2023	11:09:34.743	6.021	15.033	OK
10-12-2023	11:09:35.745	7.022	15.035	OK
10-12-2023	11:09:36.743	8.021	15.034	OK
10-12-2023	11:09:37.746	9.023	15.033	OK
10-12-2023	11:09:38.743	10.020	15.031	OK
10-12-2023	11:09:39.743	11.020	15.028	OK
10-12-2023	11:09:40.743	12.021	15.026	OK
10-12-2023	11:09:41.742	13.020	15.024	OK
10-12-2023	11:09:42.745	14.022	15.023	OK
10-12-2023	11:09:43.744	15.021	15.022	OK
10-12-2023	11:09:44.745	16.022	15.023	OK
10-12-2023	11:09:45.744	17.021	15.023	OK
10-12-2023	11:09:46.744	18.021	15.024	OK
10-12-2023	11:09:47.745	19.022	15.025	OK
10-12-2023	11:09:48.745	20.022	15.024	OK
10-12-2023	11:09:49.744	21.021	15.024	OK
10-12-2023	11:09:50.744	22.022	15.022	OK
10-12-2023	11:09:51.744	23.021	15.023	OK
10-12-2023	11:09:52.746	24.024	15.023	OK
10-12-2023	11:09:53.748	25.025	15.024	OK
10-12-2023	11:09:54.747	26.025	15.028	OK
10-12-2023	11:09:55.746	27.024	15.029	OK
10-12-2023	11:09:56.747	28.024	15.032	OK
10-12-2023	11:09:57.750	29.028	15.034	OK
