"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope","bw","mo2_1kg","ID","resp.V","background_slope","scaling_exponent","common_mass","mo2_individual_kg","mo2_common_mass_kg","mo2"
"min45_52",45,0.804521885425989,7.82411370819832,-0.00487482569798323,13.33,13.33,13.33,"Ch1",NA,"SMR",7,5.89807620204511e-16,7.06e-05,0.330562475573052,NA,0.088,-0.00513611601708755,1,1,2.33377107754575e-05,0.330562475573053,0.330562475573052
"min74_85",74,0.906742097302152,7.97439747817324,-0.00534233608328929,13.33,13.33,13.33,"Ch1",NA,"SMR",11,5.89807620204511e-16,7.06e-05,0.251702505641263,NA,0.088,-0.00513611601708755,1,1,1.77701968982731e-05,0.251702505641263,0.251702505641263
"min101_110",101,0.810715736653528,7.99582658910196,-0.00454975420366624,13.33,13.33,13.33,"Ch1",NA,"SMR",9,5.89807620204511e-16,7.06e-05,0.735425668949772,NA,0.088,-0.00513611601708755,1,1,5.19210522278539e-05,0.735425668949773,0.735425668949772
"min132_141",132,0.876357478636427,8.15743786966905,-0.00503043902430588,13.33,13.33,13.33,"Ch1",NA,"SMR",9,5.89807620204511e-16,7.06e-05,0.136752469687008,NA,0.088,-0.00513611601708755,1,1,9.65472435990273e-06,0.136752469687008,0.136752469687008
"min45_52",45,0.833854350150365,8.14149984985089,-0.00592074768622084,13.33,13.33,13.33,"Ch2",NA,"SMR",7,5.89807620204511e-16,8.53e-05,0.803546859391502,NA,0.088,-0.00513611601708755,1,1,6.85425471060951e-05,0.803546859391501,0.803546859391502
"min74_85",74,0.909936671365128,8.30362985119282,-0.00623056488372745,13.33,13.33,13.33,"Ch2",NA,"SMR",11,5.89807620204511e-16,8.53e-05,1.1228608801844,NA,0.088,-0.00513611601708755,1,1,9.57800330797295e-05,1.1228608801844,1.1228608801844
"min101_110",101,0.78150510448192,8.24740892679812,-0.00456550586038632,13.33,13.33,13.33,"Ch2",NA,"SMR",9,5.89807620204511e-16,8.53e-05,0.593237179831171,NA,0.088,-0.00513611601708755,1,1,5.06031314395989e-05,0.593237179831171,0.593237179831171
"min132_141",132,0.912217546905191,8.57793506837931,-0.00637464738782384,13.33,13.33,13.33,"Ch2",NA,"SMR",9,5.89807620204511e-16,8.53e-05,1.27135994375864,NA,0.088,-0.00513611601708755,1,1,0.000108447003202612,1.27135994375864,1.27135994375864
"min45_52",45,0.851755475766413,8.15670331142682,-0.00520939011977352,13.33,13.33,13.33,"Ch4",NA,"SMR",7,5.89807620204511e-16,4.86e-05,0.127467997459766,NA,0.088,-0.00513611601708755,1,1,6.19494467654462e-06,0.127467997459766,0.127467997459766
"min74_85",74,0.915700839504418,8.34362548610848,-0.00577056127178372,13.33,13.33,13.33,"Ch4",NA,"SMR",11,5.89807620204511e-16,4.86e-05,1.143019200318,NA,0.088,-0.00513611601708755,1,1,5.55507331354546e-05,1.143019200318,1.143019200318
"min101_110",101,0.793240275095105,8.30878189572812,-0.00424634816156441,13.33,13.33,13.33,"Ch4",NA,"SMR",9,5.89807620204511e-16,4.86e-05,1.6153486379977,NA,0.088,-0.00513611601708755,1,1,7.85059438066881e-05,1.6153486379977,1.6153486379977
"min132_141",132,0.904047538545355,8.55679472924787,-0.00532707121663155,13.33,13.33,13.33,"Ch4",NA,"SMR",9,5.89807620204511e-16,4.86e-05,0.340435430015308,NA,0.088,-0.00513611601708755,1,1,1.65451618987439e-05,0.340435430015307,0.340435430015308
