"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope","bw","mo2_1kg","ID","resp.V","background_slope","scaling_exponent","common_mass","mo2_individual_kg","mo2_common_mass_kg","mo2"
"min50_65",50,0.865977404835599,8.10892774410938,-0.00243824941749414,18.86,18.86,18.86,"Ch1",NA,"SMR",15,-1.48674748388658e-15,5.56e-05,0.200486424925034,"A-B6-P3",0.088,-0.002310037918705,1,1,1.11470452258319e-05,0.200486424925034,0.200486424925034
"min100_115",100,0.883447742875437,8.19885227542345,-0.00264041832923128,18.86,18.86,18.86,"Ch1",NA,"SMR",15,-1.48674748388658e-15,5.56e-05,0.5202638285469,"A-B6-P3",0.088,-0.002310037918705,1,1,2.89266688672077e-05,0.520263828546901,0.5202638285469
"min130_145",130,0.904794021637077,8.22445660745711,-0.00284360502805132,18.86,18.86,18.86,"Ch1",NA,"SMR",15,-1.48674748388658e-15,5.56e-05,0.841651100412172,"A-B6-P3",0.088,-0.002310037918705,1,1,4.67958011829168e-05,0.841651100412172,0.841651100412172
"min50_65",50,0.8636520164374,7.84847647447785,-0.00271026648654197,18.86,18.86,18.86,"Ch2",NA,"SMR",15,-1.48674748388658e-15,9.65e-05,0.362265007810387,"A-B10-P5",0.088,-0.002310037918705,1,1,3.49585732537023e-05,0.362265007810387,0.362265007810387
"min100_115",100,0.897087188025423,7.94454045447905,-0.00300937588447955,18.86,18.86,18.86,"Ch2",NA,"SMR",15,-1.48674748388658e-15,9.65e-05,0.634728872697496,"A-B10-P5",0.088,-0.002310037918705,1,1,6.12513362153084e-05,0.634728872697496,0.634728872697496
"min130_145",130,0.901469429453856,7.95823557870412,-0.00310982452758324,18.86,18.86,18.86,"Ch2",NA,"SMR",15,-1.48674748388658e-15,9.65e-05,0.726229259216307,"A-B10-P5",0.088,-0.002310037918705,1,1,7.00811235143736e-05,0.726229259216306,0.726229259216307
"min30_45",30.5,0.830671196152898,7.81148123976224,-0.00209070953213224,18.86,18.86,18.86,"Ch3",NA,"SMR",14.5,-1.48674748388658e-15,0.0001376,0.14235886373564,"A-E8-P5",0.088,-0.002310037918705,1,1,1.9588579650024e-05,0.14235886373564,0.14235886373564
"min50_65",50,0.89873829933419,7.8465731055711,-0.00285249475001047,18.86,18.86,18.86,"Ch3",NA,"SMR",15,-1.48674748388658e-15,0.0001376,0.34406757178256,"A-E8-P5",0.088,-0.002310037918705,1,1,4.73436978772802e-05,0.34406757178256,0.34406757178256
"min100_115",100,0.925729927822255,7.93867046690287,-0.00314736743911806,18.86,18.86,18.86,"Ch3",NA,"SMR",15,-1.48674748388658e-15,0.0001376,0.532354070034352,"A-E8-P5",0.088,-0.002310037918705,1,1,7.32519200367269e-05,0.532354070034353,0.532354070034352
"min130_145",130,0.944448012882142,7.97877275084993,-0.00345760764743872,18.86,18.86,18.86,"Ch3",NA,"SMR",15,-1.48674748388658e-15,0.0001376,0.730453265379942,"A-E8-P5",0.088,-0.002310037918705,1,1,0.00010051036931628,0.730453265379943,0.730453265379942
"min30_45",30.5,0.919316707791432,8.11161602702017,-0.00309028953630876,18.86,18.86,18.86,"Ch4",NA,"SMR",14.5,-1.48674748388658e-15,0.0001172,0.582764167367541,"A-E10-P8",0.088,-0.002310037918705,1,1,6.82999604154758e-05,0.58276416736754,0.582764167367541
"min50_65",50,0.931667205537194,8.11848475589565,-0.00324888278853228,18.86,18.86,18.86,"Ch4",NA,"SMR",15,-1.48674748388658e-15,0.0001172,0.701685831757551,"A-E10-P8",0.088,-0.002310037918705,1,1,8.2237579481985e-05,0.701685831757551,0.701685831757551
"min100_115",100,0.951043204244793,8.22657556763878,-0.00361914624684219,18.86,18.86,18.86,"Ch4",NA,"SMR",15,-1.48674748388658e-15,0.0001172,0.979329086484156,"A-E10-P8",0.088,-0.002310037918705,1,1,0.000114777368935943,0.979329086484155,0.979329086484156
"min130_145",130,0.947661088026228,8.23073924691121,-0.00363098415622279,18.86,18.86,18.86,"Ch4",NA,"SMR",15,-1.48674748388658e-15,0.0001172,0.988205781215499,"A-E10-P8",0.088,-0.002310037918705,1,1,0.000115817717558457,0.988205781215499,0.988205781215499
