"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope","bw","mo2_1kg","ID","resp.V","background_slope","scaling_exponent","common_mass","mo2_individual_kg","mo2_common_mass_kg","mo2"
"min40_50",40,0.905857092459465,7.97863518047602,-0.00434671324049337,15.02,15.02,15.02,"Ch1",NA,"SMR",10,1.52825970000499e-16,4.85e-05,4.7882191496087,NA,0.088,-0.00170535591835489,1,1,0.000232228628756022,4.7882191496087,4.7882191496087
"min70_80",70,0.911710271628956,8.12311152120264,-0.00511395434751977,15.02,15.02,15.02,"Ch1",NA,"SMR",10,1.52825970000499e-16,4.85e-05,6.17955948413721,NA,0.088,-0.00170535591835489,1,1,0.000299708634980655,6.1795594841372,6.17955948413721
"min98_104",98,0.840461345930475,8.30007118135697,-0.00584916616233096,15.02,15.02,15.02,"Ch1",NA,"SMR",6,1.52825970000499e-16,4.85e-05,7.5128168435262,NA,0.088,-0.00170535591835489,1,1,0.000364371616911021,7.5128168435262,7.5128168435262
"min145_150",145,0.797965068153701,8.53594281778437,-0.00617165168014226,15.02,15.02,15.02,"Ch1",NA,"SMR",5,1.52825970000499e-16,4.85e-05,8.09762272022271,NA,0.088,-0.00170535591835489,1,1,0.000392734701930801,8.0976227202227,8.09762272022271
"min40_50",40,0.930583375743639,8.03620332604662,-0.00560589922085912,15.02,15.02,15.02,"Ch2",NA,"SMR",10,1.52825970000499e-16,9.68e-05,3.54034255760117,NA,0.088,-0.00170535591835489,1,1,0.000342705159575793,3.54034255760117,3.54034255760117
"min70_80",70,0.933264848844498,8.16566791762564,-0.00610211009028275,15.02,15.02,15.02,"Ch2",NA,"SMR",10,1.52825970000499e-16,9.68e-05,3.99094713711686,NA,0.088,-0.00170535591835489,1,1,0.000386323682872912,3.99094713711686,3.99094713711686
"min98_104",98,0.855895751866281,8.31311192958708,-0.00652822260105967,15.02,15.02,15.02,"Ch2",NA,"SMR",6,1.52825970000499e-16,9.68e-05,4.37789603440328,NA,0.088,-0.00170535591835489,1,1,0.000423780336130238,4.37789603440329,4.37789603440328
"min145_150",145,0.835926001994221,8.53431863213526,-0.00676034321602367,15.02,15.02,15.02,"Ch2",NA,"SMR",5,1.52825970000499e-16,9.68e-05,4.58868265466468,NA,0.088,-0.00170535591835489,1,1,0.000444184480971541,4.58868265466468,4.58868265466468
"min40_50",40,0.926882357909364,8.31286088030374,-0.00500393276250703,15.02,15.02,15.02,"Ch3",NA,"SMR",10,1.52825970000499e-16,0.0001196,2.4220425746404,NA,0.088,-0.00170535591835489,1,1,0.000289676291926992,2.42204257464041,2.4220425746404
"min70_80",70,0.9410561765145,8.49222764423098,-0.00617417906288317,15.02,15.02,15.02,"Ch3",NA,"SMR",10,1.52825970000499e-16,0.0001196,3.28192311791445,NA,0.088,-0.00170535591835489,1,1,0.000392518004902568,3.28192311791445,3.28192311791445
"min98_104",98,0.891580729474881,8.66141900915803,-0.00667379791537218,15.02,15.02,15.02,"Ch3",NA,"SMR",6,1.52825970000499e-16,0.0001196,3.64903603266591,NA,0.088,-0.00170535591835489,1,1,0.000436424709506843,3.64903603266592,3.64903603266591
"min145_150",145,0.853989628319547,8.80579065737058,-0.00621967939982254,15.02,15.02,15.02,"Ch3",NA,"SMR",5,1.52825970000499e-16,0.0001196,3.31535612636233,NA,0.088,-0.00170535591835489,1,1,0.000396516592712934,3.31535612636233,3.31535612636233
