"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","ID_code","bw","mo2_1kg","ID","resp.V","background_slope","scaling_exponent","common_mass","mo2_individual_kg","mo2_common_mass_kg","mo2"
"min49_60",49.3489666666667,0.918199927600856,8.06008673100548,-0.00964870197472905,13.2,13.48,13.31,"Ch1","2024-02-20 10:16:05","SMR",10.53255,"up",4.74e-05,0.231811358290543,NA,0.088,-0.00951864280590435,1,1,1.09878583829718e-05,0.231811358290543,0.231811358290543
"min75_87",74.9861666666667,0.909426346688111,8.15646104695176,-0.00806926458664752,13.26,13.65,13.39,"Ch1","2024-02-20 10:41:43","SMR",12.5056,"up",4.74e-05,2.69889802607611,NA,0.088,-0.00951864280590435,1,1,0.000127927766436008,2.69889802607611,2.69889802607611
"min104_116",104.346283333333,0.937833976326929,8.44299812151454,-0.00886767332733785,13.24,13.52,13.35,"Ch1","2024-02-20 11:11:05","SMR",12.1214833333333,"up",4.74e-05,1.21741860399931,NA,0.088,-0.00951864280590435,1,1,5.77056418295675e-05,1.21741860399931,1.21741860399931
"min135_145",135.300816666667,0.87879968298847,8.73893054303399,-0.0093499316880238,13.24,13.48,13.33,"Ch1","2024-02-20 11:42:02","SMR",9.36955,"up",4.74e-05,0.3225688847152,NA,0.088,-0.00951864280590435,1,1,1.52897651355005e-05,0.3225688847152,0.3225688847152
"min49_60",49.3489666666667,0.931925132771039,8.32974261265744,-0.010935887399017,13.2,13.48,13.31,"Ch2","2024-02-20 10:16:05","SMR",10.53255,"up",8.18e-05,1.51372822255103,NA,0.088,-0.00951864280590435,1,1,0.000123822968604674,1.51372822255103,1.51372822255103
"min75_87",74.9861666666667,0.919807650639767,8.4262516762403,-0.00908648886135577,13.26,13.65,13.39,"Ch2","2024-02-20 10:41:43","SMR",12.5056,"up",8.18e-05,0.47399537786227,NA,0.088,-0.00951864280590435,1,1,3.87728219091337e-05,0.47399537786227,0.47399537786227
"min104_116",104.346283333333,0.950602175743006,8.71038298051919,-0.00966624937929168,13.24,13.52,13.35,"Ch2","2024-02-20 11:11:05","SMR",12.1214833333333,"up",8.18e-05,0.149128108299012,NA,0.088,-0.00951864280590435,1,1,1.21986792588592e-05,0.149128108299012,0.149128108299012
"min135_145",135.300816666667,0.903455393072645,9.06182437183699,-0.0104693424833336,13.24,13.48,13.33,"Ch2","2024-02-20 11:42:02","SMR",9.36955,"up",8.18e-05,1.01228825670706,NA,0.088,-0.00951864280590435,1,1,8.28051793986376e-05,1.01228825670706,1.01228825670706
"min49_60",49.3489666666667,0.939476538232689,8.36873913479146,-0.0106787440110269,13.2,13.48,13.31,"Ch4","2024-02-20 10:16:05","SMR",10.53255,"up",6.55e-05,1.54793050867271,NA,0.088,-0.00951864280590435,1,1,0.000101389448318062,1.54793050867271,1.54793050867271
"min75_87",74.9861666666667,0.929162684083927,8.48239537430951,-0.00909564740162743,13.26,13.65,13.39,"Ch4","2024-02-20 10:41:43","SMR",12.5056,"up",6.55e-05,0.577394816506492,NA,0.088,-0.00951864280590435,1,1,3.78193604811752e-05,0.577394816506491,0.577394816506492
"min104_116",104.346283333333,0.957036130687002,8.78342543457964,-0.00977508974884649,13.24,13.52,13.35,"Ch4","2024-02-20 11:11:05","SMR",12.1214833333333,"up",6.55e-05,0.334764314509302,NA,0.088,-0.00951864280590435,1,1,2.19270626003593e-05,0.334764314509302,0.334764314509302
"min135_145",135.300816666667,0.919311343116498,9.12272842831866,-0.0104189540163715,13.24,13.48,13.33,"Ch4","2024-02-20 11:42:02","SMR",9.36955,"up",6.55e-05,1.19915946615324,NA,0.088,-0.00951864280590435,1,1,7.85449450330373e-05,1.19915946615324,1.19915946615324
