"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","ID_code","bw","mo2_1kg","ID","resp.V","background_slope","scaling_exponent","common_mass","mo2_individual_kg","mo2_common_mass_kg","mo2"
"min55_69",54.7729,0.956847666663958,8.44041474540529,-0.00914668003541248,13.21,13.55,13.38,"Ch1","2024-02-21 15:55:56","SMR",14.4019666666667,"up",3.67e-05,0.712625360062503,NA,0.088,-0.00944006262128741,1,1,2.61533507142939e-05,0.712625360062503,0.712625360062503
"min87_97",86.8638166666667,0.87728377095446,8.60849678540396,-0.00837623301775554,13.32,13.57,13.44,"Ch1","2024-02-21 16:28:01","SMR",9.95183333333334,"up",3.67e-05,2.55924830688165,NA,0.088,-0.00944006262128741,1,1,9.39244128625564e-05,2.55924830688165,2.55924830688165
"min115_124",115.2548,0.836072069157559,8.84810813891004,-0.00863572050319519,13.31,13.56,13.42,"Ch1","2024-02-21 16:56:25","SMR",9.15440000000001,"up",3.67e-05,1.93730346960716,NA,0.088,-0.00944006262128741,1,1,7.10990373345829e-05,1.93730346960716,1.93730346960716
"min55_69",54.7729,0.96686195798256,8.47936009679345,-0.0109098868054447,13.21,13.55,13.38,"Ch2","2024-02-21 15:55:56","SMR",14.4019666666667,"up",0.000177,0.71985015955524,NA,0.088,-0.00944006262128741,1,1,0.000127413478241277,0.719850159555241,0.71985015955524
"min87_97",86.8638166666667,0.896793777144783,8.62955620157352,-0.00982712315286983,13.32,13.57,13.44,"Ch2","2024-02-21 16:28:01","SMR",9.95183333333334,"up",0.000177,0.182609751306185,NA,0.088,-0.00944006262128741,1,1,3.23219259811947e-05,0.182609751306185,0.182609751306185
"min115_124",115.2548,0.851015876659,8.92392086824229,-0.010578450773351,13.31,13.56,13.42,"Ch2","2024-02-21 16:56:25","SMR",9.15440000000001,"up",0.000177,0.555399839518149,NA,0.088,-0.00944006262128741,1,1,9.83057715947124e-05,0.55539983951815,0.555399839518149
"min139_157",139.080016666667,0.85464926335582,8.5645845577807,-0.00674076076289373,13.34,13.73,13.55,"Ch2","2024-02-21 17:20:14","SMR",17.9072,"up",0.000177,1.3487665434671,NA,0.088,-0.00944006262128741,1,1,0.000238731678193676,1.3487665434671,1.3487665434671
"min55_69",54.7729,0.966819013754529,8.47219045766079,-0.010349855083636,13.21,13.55,13.38,"Ch3","2024-02-21 15:55:56","SMR",14.4019666666667,"up",0.000115,0.685839159583109,NA,0.088,-0.00944006262128741,1,1,7.88715033520575e-05,0.68583915958311,0.685839159583109
"min87_97",86.8638166666667,0.90789165948382,8.65147602997788,-0.00952219146403075,13.32,13.57,13.44,"Ch3","2024-02-21 16:28:01","SMR",9.95183333333334,"up",0.000115,0.0533242273308701,NA,0.088,-0.00944006262128741,1,1,6.13228614305007e-06,0.0533242273308701,0.0533242273308701
"min115_124",115.2548,0.889113294264587,8.96960874795627,-0.0103646248681545,13.31,13.56,13.42,"Ch3","2024-02-21 16:56:25","SMR",9.15440000000001,"up",0.000115,0.697126485777964,NA,0.088,-0.00944006262128741,1,1,8.01695458644659e-05,0.697126485777964,0.697126485777964
"min139_157",139.080016666667,0.825565836752757,8.56874981322211,-0.00614866542004395,13.34,13.73,13.55,"Ch3","2024-02-21 17:20:14","SMR",17.9072,"up",0.000115,2.524783045502,NA,0.088,-0.00944006262128741,1,1,0.00029035005023273,2.524783045502,2.524783045502
"min55_69",54.7729,0.953019715764804,8.42549022556302,-0.00826783682384943,13.21,13.55,13.38,"Ch4","2024-02-21 15:55:56","SMR",14.4019666666667,"up",4.72e-05,2.19377356086077,NA,0.088,-0.00944006262128741,1,1,0.000103546112072628,2.19377356086076,2.19377356086077
"min87_97",86.8638166666667,0.852054512761723,8.55649721923505,-0.00736070806520158,13.32,13.57,13.44,"Ch4","2024-02-21 16:28:01","SMR",9.95183333333334,"up",4.72e-05,3.88412343975065,NA,0.088,-0.00944006262128741,1,1,0.000183330626356231,3.88412343975065,3.88412343975065
"min115_124",115.2548,0.821072715780587,8.87537988917662,-0.00855445524816731,13.31,13.56,13.42,"Ch4","2024-02-21 16:56:25","SMR",9.15440000000001,"up",4.72e-05,1.65968684581107,NA,0.088,-0.00944006262128741,1,1,7.83372191222825e-05,1.65968684581107,1.65968684581107
