"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope","bw","mo2_1kg","ID","resp.V","background_slope","scaling_exponent","common_mass","mo2_individual_kg","mo2_common_mass_kg","mo2"
"min30_42",30.5,0.928134392675865,7.8939506728242,-0.00624434529520929,15.03,15.03,15.03,"Ch2",NA,"SMR",11.5,-1.11943134841923e-15,0.000164,0.549312445129369,NA,0.088,-0.00520898945850894,1,1,9.00872410012166e-05,0.549312445129369,0.549312445129369
"min62_70",62,0.882843488111128,7.97310439082318,-0.00623970398564735,15.03,15.03,15.03,"Ch2",NA,"SMR",8,-1.11943134841923e-15,0.000164,0.546826627649598,NA,0.088,-0.00520898945850894,1,1,8.9679566934534e-05,0.546826627649597,0.546826627649598
"min90_100",90,0.917036764605737,8.07789755082892,-0.00651378931859923,15.03,15.03,15.03,"Ch2",NA,"SMR",10,-1.11943134841923e-15,0.000164,0.693622720973752,NA,0.088,-0.00520898945850894,1,1,0.000113754126239695,0.693622720973753,0.693622720973752
"min30_42",30.5,0.910623284661958,7.95070142874624,-0.00552567669289282,15.03,15.03,15.03,"Ch3",NA,"SMR",11.5,-1.11943134841923e-15,6.23e-05,0.441801395952075,NA,0.088,-0.00520898945850894,1,1,2.75242269678142e-05,0.441801395952075,0.441801395952075
"min62_70",62,0.883155055527263,8.07769069175803,-0.00609857565177487,15.03,15.03,15.03,"Ch3",NA,"SMR",8,-1.11943134841923e-15,6.23e-05,1.25045977117651,NA,0.088,-0.00520898945850894,1,1,7.79036437442963e-05,1.25045977117651,1.25045977117651
"min90_100",90,0.93305242892588,8.20130569105003,-0.00633290834401263,15.03,15.03,15.03,"Ch3",NA,"SMR",10,-1.11943134841923e-15,6.23e-05,1.58122506796939,NA,0.088,-0.00520898945850894,1,1,9.85103217344928e-05,1.58122506796939,1.58122506796939
"min30_42",30.5,0.910768188068289,8.1930890333817,-0.00607010710225543,15.03,15.03,15.03,"Ch4",NA,"SMR",11.5,-1.11943134841923e-15,8.39e-05,0.897128375015637,NA,0.088,-0.00520898945850894,1,1,7.52690706638119e-05,0.897128375015636,0.897128375015637
"min62_70",62,0.911802314735785,8.35861226136015,-0.00716459977793491,15.03,15.03,15.03,"Ch4",NA,"SMR",8,-1.11943134841923e-15,8.39e-05,2.04401189735538,NA,0.088,-0.00520898945850894,1,1,0.000171492598188117,2.04401189735538,2.04401189735538
"min90_100",90,0.947537153633548,8.48060977717268,-0.0071814036869576,15.03,15.03,15.03,"Ch4",NA,"SMR",10,-1.11943134841923e-15,8.39e-05,2.06162017084799,NA,0.088,-0.00520898945850894,1,1,0.000172969932334146,2.06162017084799,2.06162017084799
"min125_135",125,0.771365496795305,8.12643084835862,-0.00333561940844805,15.03,15.03,15.03,"Ch4",NA,"SMR",10,-1.11943134841923e-15,8.39e-05,1.96825295439484,NA,0.088,-0.00520898945850894,1,1,0.000165136422873727,1.96825295439484,1.96825295439484
