"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope","bw","mo2_1kg","ID","resp.V","background_slope","scaling_exponent","common_mass","mo2_individual_kg","mo2_common_mass_kg","mo2"
"min43_51",43,0.942182664028398,8.16759851704576,-0.00707587278372484,13.35,13.35,13.35,"Ch1",NA,"SMR",8,-8.24378462446887e-16,0.0001483,1.30841294940764,NA,0.088,-0.00485897514360008,1,1,0.000194037640397153,1.30841294940764,1.30841294940764
"min66_75",66,0.912076637213902,8.14615800839791,-0.00516812653863715,13.35,13.35,13.35,"Ch1",NA,"SMR",9,-8.24378462446887e-16,0.0001483,0.178279768021461,NA,0.088,-0.00485897514360008,1,1,2.64388895975827e-05,0.178279768021461,0.178279768021461
"min95_105",95,0.952936046370722,8.41533648604581,-0.00720800398678208,13.35,13.35,13.35,"Ch1",NA,"SMR",10,-8.24378462446887e-16,0.0001483,1.38668638711245,NA,0.088,-0.00485897514360008,1,1,0.000205645591208777,1.38668638711245,1.38668638711245
"min124_133",124,0.939627469088402,8.4497034525715,-0.00637957587251213,13.35,13.35,13.35,"Ch1",NA,"SMR",9,-8.24378462446887e-16,0.0001483,0.895932387338957,NA,0.088,-0.00485897514360008,1,1,0.000132866773042367,0.895932387338957,0.895932387338957
"min43_51",43,0.897640008941007,8.19860046576797,-0.00607114934455093,13.35,13.35,13.35,"Ch2",NA,"SMR",8,-8.24378462446887e-16,4.87e-05,2.18430523019704,NA,0.088,-0.00485897514360008,1,1,0.000106375664710596,2.18430523019704,2.18430523019704
"min66_75",66,0.803825511686588,8.18511718085429,-0.00409954745029755,13.35,13.35,13.35,"Ch2",NA,"SMR",9,-8.24378462446887e-16,4.87e-05,1.37637135464993,NA,0.088,-0.00485897514360008,1,1,6.70292849714516e-05,1.37637135464993,1.37637135464993
"min95_105",95,0.934869783552997,8.49695042490148,-0.00647632829141315,13.35,13.35,13.35,"Ch2",NA,"SMR",10,-8.24378462446887e-16,4.87e-05,2.91605092032359,NA,0.088,-0.00485897514360008,1,1,0.000142011679819759,2.91605092032359,2.91605092032359
"min124_133",124,0.876690915523113,8.52555830662112,-0.00551575848237868,13.35,13.35,13.35,"Ch2",NA,"SMR",9,-8.24378462446887e-16,4.87e-05,1.18127959701079,NA,0.088,-0.00485897514360008,1,1,5.75283163744255e-05,1.18127959701079,1.18127959701079
"min43_51",43,0.952335080811432,8.19357320276121,-0.00728218023271991,13.35,13.35,13.35,"Ch3",NA,"SMR",8,-8.24378462446887e-16,0.0001267,1.67576476406519,NA,0.088,-0.00485897514360008,1,1,0.00021231939560706,1.67576476406519,1.67576476406519
"min66_75",66,0.908663045501655,8.15706019042472,-0.00486240876563457,13.35,13.35,13.35,"Ch3",NA,"SMR",9,-8.24378462446887e-16,0.0001267,0.00247757262486434,NA,0.088,-0.00485897514360008,1,1,3.13908451570312e-07,0.00247757262486434,0.00247757262486434
"min95_105",95,0.954906631760256,8.46648633770125,-0.00727436600830541,13.35,13.35,13.35,"Ch3",NA,"SMR",10,-8.24378462446887e-16,0.0001267,1.67034517695988,NA,0.088,-0.00485897514360008,1,1,0.000211632733920817,1.67034517695988,1.67034517695988
"min124_133",124,0.938345942889524,8.49313366875343,-0.00629610062440227,13.35,13.35,13.35,"Ch3",NA,"SMR",9,-8.24378462446887e-16,0.0001267,0.991865243579174,NA,0.088,-0.00485897514360008,1,1,0.000125669326361481,0.991865243579173,0.991865243579174
"min43_51",43,0.918015059655631,8.15411347450858,-0.00598277339387236,13.35,13.35,13.35,"Ch4",NA,"SMR",8,-8.24378462446887e-16,0.0001249,0.785804624716304,NA,0.088,-0.00485897514360008,1,1,9.81469976270664e-05,0.785804624716305,0.785804624716304
"min66_75",66,0.864128859305843,8.15343148592799,-0.00433263507125396,13.35,13.35,13.35,"Ch4",NA,"SMR",9,-8.24378462446887e-16,0.0001249,0.375172718069317,NA,0.088,-0.00485897514360008,1,1,4.68590724868577e-05,0.375172718069317,0.375172718069317
"min95_105",95,0.925752984124275,8.37648749644001,-0.005903176016943,13.35,13.35,13.35,"Ch4",NA,"SMR",10,-8.24378462446887e-16,0.0001249,0.729802803600171,NA,0.088,-0.00485897514360008,1,1,9.11523701696613e-05,0.729802803600171,0.729802803600171
"min124_133",124,0.886207904671697,8.37359551689714,-0.00486420951849275,13.35,13.35,13.35,"Ch4",NA,"SMR",9,-8.24378462446887e-16,0.0001249,0.0011762592338218,NA,0.088,-0.00485897514360008,1,1,1.46914778304343e-07,0.00117625923382181,0.0011762592338218
