"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope","bw","mo2_1kg","ID","resp.V","background_slope","scaling_exponent","common_mass","mo2_individual_kg","mo2_common_mass_kg","mo2"
"min40_48",40,0.87976176214294,7.74604069454074,-0.00546564887133921,13.46,13.46,13.46,"Ch1",NA,"SMR",8,-7.73691136495517e-16,5.1e-05,1.67581209517504,"A-E11-P4",0.088,-0.0044912719969487,1,1,8.5466416853927e-05,1.67581209517504,1.67581209517504
"min69_76",69,0.862703476072058,7.89637040303711,-0.00596593859793151,13.46,13.46,13.46,"Ch1",NA,"SMR",7,-7.73691136495517e-16,5.1e-05,2.53855682388222,"A-E11-P4",0.088,-0.0044912719969487,1,1,0.000129466398017993,2.53855682388222,2.53855682388222
"min100_110",100,0.903124651035006,7.96058884621442,-0.00520824477660006,13.46,13.46,13.46,"Ch1",NA,"SMR",10,-7.73691136495517e-16,5.1e-05,1.23192125736693,"A-E11-P4",0.088,-0.0044912719969487,1,1,6.28279841257134e-05,1.23192125736693,1.23192125736693
"min133_142",133,0.877323950863037,8.05526562681779,-0.00502240056359617,13.46,13.46,13.46,"Ch1",NA,"SMR",9,-7.73691136495517e-16,5.1e-05,0.911434734043811,"A-E11-P4",0.088,-0.0044912719969487,1,1,4.64831714362343e-05,0.911434734043811,0.911434734043811
"min40_48",40,0.854908240925031,7.97823898659039,-0.00528369827173844,13.46,13.46,13.46,"Ch2",NA,"SMR",8,-7.73691136495517e-16,4.24e-05,1.63937460789565,"A-E15-P3",0.088,-0.0044912719969487,1,1,6.95094833747757e-05,1.63937460789565,1.63937460789565
"min69_76",69,0.848509201097585,8.14797250059739,-0.00585929032720148,13.46,13.46,13.46,"Ch2",NA,"SMR",7,-7.73691136495517e-16,4.24e-05,2.83342403661254,"A-E15-P3",0.088,-0.0044912719969487,1,1,0.000120137179152372,2.83342403661254,2.83342403661254
"min100_110",100,0.914156307632376,8.26346581710351,-0.00561897026411854,13.46,13.46,13.46,"Ch2",NA,"SMR",10,-7.73691136495517e-16,4.24e-05,2.3348868672582,"A-E15-P3",0.088,-0.0044912719969487,1,1,9.89992031717476e-05,2.3348868672582,2.3348868672582
"min133_142",133,0.882497667840808,8.34669296032422,-0.00520687580521998,13.46,13.46,13.46,"Ch2",NA,"SMR",9,-7.73691136495517e-16,4.24e-05,1.48000857532386,"A-E15-P3",0.088,-0.0044912719969487,1,1,6.27523635937316e-05,1.48000857532386,1.48000857532386
"min40_48",40,0.921009360951995,8.00904137141687,-0.00588647716196894,13.46,13.46,13.46,"Ch4",NA,"SMR",8,-7.73691136495517e-16,5.02e-05,2.43989150135957,"A-E12-P4",0.088,-0.0044912719969487,1,1,0.000122482553368251,2.43989150135957,2.43989150135957
"min69_76",69,0.890862424851488,8.13848161540207,-0.00572199829585279,13.46,13.46,13.46,"Ch4",NA,"SMR",7,-7.73691136495517e-16,5.02e-05,2.15172649380694,"A-E12-P4",0.088,-0.0044912719969487,1,1,0.000108016669989108,2.15172649380694,2.15172649380694
"min100_110",100,0.945853005846287,8.31120523509006,-0.00606200300091929,13.46,13.46,13.46,"Ch4",NA,"SMR",10,-7.73691136495517e-16,5.02e-05,2.74741067328219,"A-E12-P4",0.088,-0.0044912719969487,1,1,0.000137920015798766,2.74741067328219,2.74741067328219
"min133_142",133,0.919666023032956,8.374182852043,-0.00543583485757863,13.46,13.46,13.46,"Ch4",NA,"SMR",9,-7.73691136495517e-16,5.02e-05,1.65037157023075,"A-E12-P4",0.088,-0.0044912719969487,1,1,8.28486528255837e-05,1.65037157023075,1.65037157023075
