"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope","bw","mo2_1kg","ID","resp.V","background_slope","scaling_exponent","common_mass","mo2_individual_kg","mo2_common_mass_kg","mo2"
"min30_45",30.5,0.963609798582278,7.81245418332272,-0.00601887172596772,15.03,15.03,15.03,"Ch1",NA,"SMR",14.5,-1.11943678412371e-15,0.0001458,0.830131407254839,NA,0.088,-0.00463352274101997,1,1,0.000121033159177756,0.83013140725484,0.830131407254839
"min62_71",62,0.928068318593304,7.90094648763796,-0.00603466826839979,15.03,15.03,15.03,"Ch1",NA,"SMR",9,-1.11943678412371e-15,0.0001458,0.839649875006112,NA,0.088,-0.00463352274101997,1,1,0.000122420951775891,0.839649875006112,0.839649875006112
"min91_101",91,0.952274986103372,8.04225025854512,-0.0065828973495351,15.03,15.03,15.03,"Ch1",NA,"SMR",10,-1.11943678412371e-15,0.0001458,1.16999436979265,NA,0.088,-0.00463352274101997,1,1,0.000170585179115769,1.16999436979265,1.16999436979265
"min125_133",125,0.823203514236656,7.82737173546121,-0.00399452811202576,15.03,15.03,15.03,"Ch1",NA,"SMR",8,-1.11943678412371e-15,0.0001458,0.389670298698383,NA,0.088,-0.00463352274101997,1,1,5.68139295502242e-05,0.389670298698383,0.389670298698383
"min30_45",30.5,0.959266656570403,8.02403414808696,-0.00612849111268753,15.03,15.03,15.03,"Ch2",NA,"SMR",14.5,-1.11943678412371e-15,0.0001209,1.08202053044848,NA,0.088,-0.00463352274101997,1,1,0.000130816282131221,1.08202053044848,1.08202053044848
"min62_71",62,0.939360056935538,8.13954738233466,-0.00652801173383841,15.03,15.03,15.03,"Ch2",NA,"SMR",9,-1.11943678412371e-15,0.0001209,1.37242179279902,NA,0.088,-0.00463352274101997,1,1,0.000165925794749401,1.37242179279902,1.37242179279902
"min91_101",91,0.955892314392147,8.32563665286396,-0.00739616200971251,15.03,15.03,15.03,"Ch2",NA,"SMR",10,-1.11943678412371e-15,0.0001209,2.00345789626112,NA,0.088,-0.00463352274101997,1,1,0.000242218059657969,2.00345789626112,2.00345789626112
"min125_133",125,0.874129961993884,8.17839794270003,-0.00518836986240185,15.03,15.03,15.03,"Ch2",NA,"SMR",8,-1.11943678412371e-15,0.0001209,0.398670577049138,NA,0.088,-0.00463352274101997,1,1,4.81992727652408e-05,0.398670577049139,0.398670577049138
"min30_45",30.5,0.954155279760751,8.23762445556853,-0.00536196447459279,15.03,15.03,15.03,"Ch3",NA,"SMR",14.5,-1.11943678412371e-15,4.45e-05,1.4351520255121,NA,0.088,-0.00463352274101997,1,1,6.38642651352884e-05,1.4351520255121,1.4351520255121
"min62_71",62,0.93869957042934,8.38388157824371,-0.00609166919505682,15.03,15.03,15.03,"Ch3",NA,"SMR",9,-1.11943678412371e-15,4.45e-05,2.87743390283286,NA,0.088,-0.00463352274101997,1,1,0.000128045808676062,2.87743390283286,2.87743390283286
"min91_101",91,0.951453571957605,8.54148215343674,-0.00648056557703812,15.03,15.03,15.03,"Ch3",NA,"SMR",10,-1.11943678412371e-15,4.45e-05,3.64609852587458,NA,0.088,-0.00463352274101997,1,1,0.000162251384401419,3.64609852587457,3.64609852587458
"min125_133",125,0.830868350242073,8.37936776861057,-0.00412450234168348,15.03,15.03,15.03,"Ch3",NA,"SMR",8,-1.11943678412371e-15,4.45e-05,1.01072664035543,NA,0.088,-0.00463352274101997,1,1,4.49773354958164e-05,1.01072664035543,1.01072664035543
