"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","ID_code","bw","mo2_1kg","ID","resp.V","background_slope","scaling_exponent","common_mass","mo2_individual_kg","mo2_common_mass_kg","mo2"
"min42_54",42.4880833333333,0.957102359750556,8.36801557589175,-0.0103106541564359,13.19,13.49,13.34,"Ch1","2024-02-20 14:55:47","SMR",11.9878833333333,"up",3.65e-05,0.809910180276517,NA,0.088,-0.0106423062326107,1,1,2.95617215800929e-05,0.809910180276517,0.809910180276517
"min71_84",70.6799,0.932470903626203,8.55301209978799,-0.00915825797196533,13.19,13.52,13.35,"Ch1","2024-02-20 15:23:58","SMR",12.9545333333333,"up",3.65e-05,3.58713762610328,NA,0.088,-0.0106423062326107,1,1,0.00013093052335277,3.58713762610328,3.58713762610328
"min104_117",103.589533333333,0.953099063311427,8.89799253878868,-0.00969301161115472,13.13,13.44,13.26,"Ch1","2024-02-20 15:56:53","SMR",12.9379,"up",3.65e-05,2.29840333183381,NA,0.088,-0.0106423062326107,1,1,8.3891721611934e-05,2.29840333183381,2.29840333183381
"min135_157",135.415616666667,0.849783546320843,8.77115853222962,-0.00683184780147708,13.06,13.68,13.43,"Ch1","2024-02-20 16:28:43","SMR",21.5736833333333,"up",3.65e-05,9.19369053108255,NA,0.088,-0.0106423062326107,1,1,0.000335569704384513,9.19369053108255,9.19369053108255
"min42_54",42.4880833333333,0.965305939349719,8.4097810858061,-0.0114611202305645,13.19,13.49,13.34,"Ch2","2024-02-20 14:55:47","SMR",11.9878833333333,"up",6.89e-05,1.03433905132145,NA,0.088,-0.0106423062326107,1,1,7.1265960636048e-05,1.03433905132145,1.03433905132145
"min71_84",70.6799,0.949333714225522,8.60964808723982,-0.0103888338113122,13.19,13.52,13.35,"Ch2","2024-02-20 15:23:58","SMR",12.9545333333333,"up",6.89e-05,0.334127194831176,NA,0.088,-0.0106423062326107,1,1,2.3021363723868e-05,0.334127194831176,0.334127194831176
"min104_117",103.589533333333,0.954380916452749,8.94878095756047,-0.0107427838698587,13.13,13.44,13.26,"Ch2","2024-02-20 15:56:53","SMR",12.9379,"up",6.89e-05,0.117588596069523,NA,0.088,-0.0106423062326107,1,1,8.10185426919016e-06,0.117588596069523,0.117588596069523
"min135_157",135.415616666667,0.870029120788364,8.80388608197365,-0.0077089467446334,13.06,13.68,13.43,"Ch2","2024-02-20 16:28:43","SMR",21.5736833333333,"up",6.89e-05,3.75423485301463,NA,0.088,-0.0106423062326107,1,1,0.000258666781372708,3.75423485301464,3.75423485301463
"min42_54",42.4880833333333,0.96783048161397,8.32397866045618,-0.010576237442726,13.19,13.49,13.34,"Ch3","2024-02-20 14:55:47","SMR",11.9878833333333,"up",4.75e-05,0.132977363965974,NA,0.088,-0.0106423062326107,1,1,6.31642478838375e-06,0.132977363965974,0.132977363965974
"min71_84",70.6799,0.948200322843279,8.48818393358576,-0.00924848374346375,13.19,13.52,13.35,"Ch3","2024-02-20 15:23:58","SMR",12.9545333333333,"up",4.75e-05,2.59148804258414,NA,0.088,-0.0106423062326107,1,1,0.000123095682022747,2.59148804258414,2.59148804258414
"min104_117",103.589533333333,0.956780531682221,8.76652258337658,-0.00935052323766172,13.13,13.44,13.26,"Ch3","2024-02-20 15:56:53","SMR",12.9379,"up",4.75e-05,2.40254849282737,NA,0.088,-0.0106423062326107,1,1,0.0001141210534093,2.40254849282737,2.40254849282737
"min135_157",135.415616666667,0.842027131599848,8.60952814073333,-0.00646830297237249,13.06,13.68,13.43,"Ch3","2024-02-20 16:28:43","SMR",21.5736833333333,"up",4.75e-05,7.73935855351896,NA,0.088,-0.0106423062326107,1,1,0.000367619531292151,7.73935855351897,7.73935855351896
"min42_54",42.4880833333333,0.952975391620708,8.31106891279862,-0.00908334025879805,13.19,13.49,13.34,"Ch4","2024-02-20 14:55:47","SMR",11.9878833333333,"up",3.72e-05,3.69695983745003,NA,0.088,-0.0106423062326107,1,1,0.000137526905953141,3.69695983745004,3.69695983745003
"min71_84",70.6799,0.935670207807684,8.46625664881672,-0.00799681455607267,13.19,13.52,13.35,"Ch4","2024-02-20 15:23:58","SMR",12.9545333333333,"up",3.72e-05,6.26614916765681,NA,0.088,-0.0106423062326107,1,1,0.000233100749036833,6.26614916765681,6.26614916765681
"min104_117",103.589533333333,0.944919367577415,8.74789885979785,-0.00836025055344011,13.13,13.44,13.26,"Ch4","2024-02-20 15:56:53","SMR",12.9379,"up",3.72e-05,5.40677153461292,NA,0.088,-0.0106423062326107,1,1,0.000201131901087601,5.40677153461292,5.40677153461292
