"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope","bw","mo2_1kg","ID","resp.V","background_slope","scaling_exponent","common_mass","mo2_individual_kg","mo2_common_mass_kg","mo2"
"min30_38",30.5,0.909153518807941,8.2583780365496,-0.006853786363952,13.38,13.38,13.38,"Ch1",NA,"SMR",7.5,1.66753211584388e-15,6.9e-05,2.09296720697712,NA,0.088,-0.00520733581235502,1,1,0.000144414737281421,2.09296720697712,2.09296720697712
"min59_66",59,0.912728925666147,8.4007160230631,-0.00671910822959654,13.38,13.38,13.38,"Ch1",NA,"SMR",7,1.66753211584388e-15,6.9e-05,1.92133846738277,NA,0.088,-0.00520733581235502,1,1,0.000132572354249411,1.92133846738277,1.92133846738277
"min85_95",85,0.908823489056977,8.39292219889579,-0.00508629667718609,13.38,13.38,13.38,"Ch1",NA,"SMR",10,1.66753211584388e-15,6.9e-05,0.159455048776693,NA,0.088,-0.00520733581235502,1,1,1.10023983655918e-05,0.159455048776693,0.159455048776693
"min111_120",111,0.914642129183368,8.5161310529678,-0.00539861698727031,13.38,13.38,13.38,"Ch1",NA,"SMR",9,1.66753211584388e-15,6.9e-05,0.238554185803241,NA,0.088,-0.00520733581235502,1,1,1.64602388204237e-05,0.238554185803242,0.238554185803241
"min30_38",30.5,0.868463322767939,8.23864585218693,-0.00577467136694902,13.38,13.38,13.38,"Ch2",NA,"SMR",7.5,1.66753211584388e-15,5.52e-05,0.898673314217685,NA,0.088,-0.00520733581235502,1,1,4.96067669448162e-05,0.898673314217684,0.898673314217685
"min59_66",59,0.880484657185985,8.40913191317381,-0.00644668541089393,13.38,13.38,13.38,"Ch2",NA,"SMR",7,1.66753211584388e-15,5.52e-05,1.96932803689751,NA,0.088,-0.00520733581235502,1,1,0.000108706907636742,1.96932803689751,1.96932803689751
"min85_95",85,0.885581963842427,8.4128255767133,-0.00494954318864648,13.38,13.38,13.38,"Ch2",NA,"SMR",10,1.66753211584388e-15,5.52e-05,0.4159232911298,NA,0.088,-0.00520733581235502,1,1,2.2958965670365e-05,0.4159232911298,0.4159232911298
"min111_120",111,0.893946437219177,8.54977490736245,-0.00533821403953697,13.38,13.38,13.38,"Ch2",NA,"SMR",9,1.66753211584388e-15,5.52e-05,0.203308235091104,NA,0.088,-0.00520733581235502,1,1,1.12226145770289e-05,0.203308235091104,0.203308235091104
"min30_38",30.5,0.914654070323105,8.20496554535195,-0.00581179469712114,13.38,13.38,13.38,"Ch3",NA,"SMR",7.5,1.66753211584388e-15,8.28e-05,0.636608276068801,NA,0.088,-0.00520733581235502,1,1,5.27111652584967e-05,0.636608276068801,0.636608276068801
"min59_66",59,0.903893638164637,8.35352732383926,-0.00613363541208593,13.38,13.38,13.38,"Ch3",NA,"SMR",7,1.66753211584388e-15,8.28e-05,0.97833936913284,NA,0.088,-0.00520733581235502,1,1,8.10064997641992e-05,0.97833936913284,0.97833936913284
"min85_95",85,0.933234686207893,8.39583806326617,-0.00519605350658619,13.38,13.38,13.38,"Ch3",NA,"SMR",10,1.66753211584388e-15,8.28e-05,0.0171869098792578,NA,0.088,-0.00520733581235502,1,1,1.42307613800255e-06,0.0171869098792578,0.0171869098792578
"min111_120",111,0.913172375358109,8.46813800821152,-0.0049852979438729,13.38,13.38,13.38,"Ch3",NA,"SMR",9,1.66753211584388e-15,8.28e-05,0.240967573625356,NA,0.088,-0.00520733581235502,1,1,1.99521150961794e-05,0.240967573625355,0.240967573625356
"min30_38",30.5,0.895777216358718,8.14167125701221,-0.00565241824302144,13.38,13.38,13.38,"Ch4",NA,"SMR",7.5,1.66753211584388e-15,5.03e-05,0.773020621491466,NA,0.088,-0.00520733581235502,1,1,3.88829372610208e-05,0.773020621491466,0.773020621491466
"min59_66",59,0.899372569747616,8.29688827858426,-0.00605654009441543,13.38,13.38,13.38,"Ch4",NA,"SMR",7,1.66753211584388e-15,5.03e-05,1.4796288837886,NA,0.088,-0.00520733581235502,1,1,7.44253328545668e-05,1.4796288837886,1.4796288837886
"min85_95",85,0.912238254892366,8.33718651508078,-0.00500392148789141,13.38,13.38,13.38,"Ch4",NA,"SMR",10,1.66753211584388e-15,5.03e-05,0.360877888740334,NA,0.088,-0.00520733581235502,1,1,1.81521578036388e-05,0.360877888740334,0.360877888740334
"min111_120",111,0.897537264751358,8.41201694185512,-0.00480905117997136,13.38,13.38,13.38,"Ch4",NA,"SMR",9,1.66753211584388e-15,5.03e-05,0.701609203262721,NA,0.088,-0.00520733581235502,1,1,3.52909429241149e-05,0.70160920326272,0.701609203262721
