"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","ID_code","bw","mo2_1kg","ID","resp.V","background_slope","scaling_exponent","common_mass","mo2_individual_kg","mo2_common_mass_kg","mo2"
"min54_67",54.2525333333333,0.924241476010659,8.6100150319675,-0.00915056887055298,13.23,13.52,13.35,"Ch1","2024-02-14 11:39:59","SMR",12.2845166666667,"down",3.84e-05,0.306906348984361,NA,0.088,-0.00901265312457993,1,1,1.17852038009995e-05,0.306906348984361,0.306906348984361
"min83_91",82.8591666666667,0.814608602061896,8.72904422864276,-0.00811308013438529,13.28,13.45,13.38,"Ch1","2024-02-14 12:08:36","SMR",8.35355,"down",3.84e-05,2.0696345159971,NA,0.088,-0.00901265312457993,1,1,7.94739654142885e-05,2.0696345159971,2.0696345159971
"min107_117",107.250983333333,0.88913664857446,9.00340391565304,-0.00885188181686095,13.19,13.39,13.28,"Ch1","2024-02-14 12:32:59","SMR",9.92028333333333,"down",3.84e-05,0.377286128672852,NA,0.088,-0.00901265312457993,1,1,1.44877873410375e-05,0.377286128672852,0.377286128672852
"min54_67",54.2525333333333,0.940068088635763,8.46442025519607,-0.00903285342252749,13.23,13.52,13.35,"Ch2","2024-02-14 11:39:59","SMR",12.2845166666667,"down",6.35e-05,0.0189612602685845,NA,0.088,-0.00901265312457993,1,1,1.20404002705511e-06,0.0189612602685845,0.0189612602685845
"min83_91",82.8591666666667,0.876023115565686,8.69036085978148,-0.00933251455035279,13.28,13.45,13.38,"Ch2","2024-02-14 12:08:36","SMR",8.35355,"down",6.35e-05,0.433940012504953,NA,0.088,-0.00901265312457993,1,1,2.75551907940645e-05,0.433940012504953,0.433940012504953
"min107_117",107.250983333333,0.901367593687835,8.86759376178277,-0.0090582533197321,13.19,13.39,13.28,"Ch2","2024-02-14 12:32:59","SMR",9.92028333333333,"down",6.35e-05,0.0541357179147762,NA,0.088,-0.00901265312457993,1,1,3.43761808758829e-06,0.0541357179147762,0.0541357179147762
"min54_67",54.2525333333333,0.938167731202755,8.29673309208924,-0.0080515707966118,13.23,13.52,13.35,"Ch4","2024-02-14 11:39:59","SMR",12.2845166666667,"down",0.0001408,0.608728025776691,NA,0.088,-0.00901265312457993,1,1,8.57089060293581e-05,0.608728025776691,0.608728025776691
"min83_91",82.8591666666667,0.834934971288122,8.43145572927754,-0.00767207019952099,13.28,13.45,13.38,"Ch4","2024-02-14 12:08:36","SMR",8.35355,"down",0.0001408,0.845536398361357,NA,0.088,-0.00901265312457993,1,1,0.000119051524889279,0.845536398361357,0.845536398361357
"min107_117",107.250983333333,0.915091378532371,8.65056849372374,-0.0082629369454688,13.19,13.39,13.28,"Ch4","2024-02-14 12:32:59","SMR",9.92028333333333,"down",0.0001408,0.476835548889922,NA,0.088,-0.00901265312457993,1,1,6.71384452837011e-05,0.476835548889922,0.476835548889922
