"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope","bw","mo2_1kg","ID","resp.V","background_slope","scaling_exponent","common_mass","mo2_individual_kg","mo2_common_mass_kg","mo2"
"min30_45",30.5,0.925073922153492,8.07172810997499,-0.00342486567146327,19.18,19.18,19.18,"Ch1",NA,"SMR",14.5,9.12194099807587e-16,0.0001393,0.322942256855862,"A-A6-P7",0.088,-0.00290824135137172,1,1,4.49858563800216e-05,0.322942256855862,0.322942256855862
"min50_65",50,0.962209625632233,8.11336529769462,-0.00438624120103295,19.18,19.18,19.18,"Ch1",NA,"SMR",15,9.12194099807587e-16,0.0001393,0.929310720537576,"A-A6-P7",0.088,-0.00290824135137172,1,1,0.000129452983370884,0.929310720537577,0.929310720537576
"min80_95",80,0.956416541217452,8.09408617740368,-0.00414797064165211,19.18,19.18,19.18,"Ch1",NA,"SMR",15,9.12194099807587e-16,0.0001393,0.779026311803964,"A-A6-P7",0.088,-0.00290824135137172,1,1,0.000108518365234292,0.779026311803965,0.779026311803964
"min142_158",142,0.95344020131596,8.15889679561186,-0.00407700670467514,19.18,19.18,19.18,"Ch1",NA,"SMR",16,9.12194099807587e-16,0.0001393,0.734267222230723,"A-A6-P7",0.088,-0.00290824135137172,1,1,0.00010228342405674,0.734267222230723,0.734267222230723
"min30_45",30.5,0.848185853489967,7.81120367564503,-0.00256245135639268,19.18,19.18,19.18,"Ch2",NA,"SMR",14.5,9.12194099807587e-16,8.52e-05,0.359716436780753,"A-A8-P3",0.088,-0.00290824135137172,1,1,3.06478404137202e-05,0.359716436780753,0.359716436780753
"min50_65",50,0.924077315762863,7.8457640472477,-0.00328974376454232,19.18,19.18,19.18,"Ch2",NA,"SMR",15,9.12194099807587e-16,8.52e-05,0.39075030739758,"A-A8-P3",0.088,-0.00290824135137172,1,1,3.32919261902738e-05,0.39075030739758,0.39075030739758
"min80_95",80,0.890369699451624,7.82774348626945,-0.00302100145623474,19.18,19.18,19.18,"Ch2",NA,"SMR",15,9.12194099807587e-16,8.52e-05,0.113444834552518,"A-A8-P3",0.088,-0.00290824135137172,1,1,9.66549990387454e-06,0.113444834552518,0.113444834552518
"min142_158",142,0.894196877535692,7.88668982528995,-0.00289950753253224,19.18,19.18,19.18,"Ch2",NA,"SMR",16,9.12194099807587e-16,8.52e-05,0.0119203532822296,"A-A8-P3",0.088,-0.00290824135137172,1,1,1.01561409964596e-06,0.0119203532822296,0.0119203532822296
"min30_45",30.5,0.926018715559447,7.84417026763886,-0.00323089081062967,19.18,19.18,19.18,"Ch3",NA,"SMR",14.5,9.12194099807587e-16,0.0001303,0.214675113906942,"A-A9-P5",0.088,-0.00290824135137172,1,1,2.79721673420746e-05,0.214675113906942,0.214675113906942
"min50_65",50,0.953109452995425,7.86295813644095,-0.0036151091440039,19.18,19.18,19.18,"Ch3",NA,"SMR",15,9.12194099807587e-16,0.0001303,0.473778334843961,"A-A9-P5",0.088,-0.00290824135137172,1,1,6.17333170301681e-05,0.473778334843961,0.473778334843961
"min80_95",80,0.932106508680594,7.83214575479317,-0.00323945177368887,19.18,19.18,19.18,"Ch3",NA,"SMR",15,9.12194099807587e-16,0.0001303,0.220448323851094,"A-A9-P5",0.088,-0.00290824135137172,1,1,2.87244165977975e-05,0.220448323851094,0.220448323851094
"min142_158",142,0.9432557099036,7.923790425456,-0.00336284670375581,19.18,19.18,19.18,"Ch3",NA,"SMR",16,9.12194099807587e-16,0.0001303,0.303661489518807,"A-A9-P5",0.088,-0.00290824135137172,1,1,3.95670920843005e-05,0.303661489518807,0.303661489518807
"min30_45",30.5,0.94783017252929,8.15124196093547,-0.00367677711400905,19.18,19.18,19.18,"Ch4",NA,"SMR",14.5,9.12194099807587e-16,0.0001022,0.65807613004925,"A-A10-P7",0.088,-0.00290824135137172,1,1,6.72553804910333e-05,0.65807613004925,0.65807613004925
"min50_65",50,0.9469998006115,8.14508633378562,-0.00356561103332727,19.18,19.18,19.18,"Ch4",NA,"SMR",15,9.12194099807587e-16,0.0001022,0.562466991824681,"A-A10-P7",0.088,-0.00290824135137172,1,1,5.74841265644824e-05,0.562466991824681,0.562466991824681
"min80_95",80,0.930470557117496,8.12131159436842,-0.00324967660352406,19.18,19.18,19.18,"Ch4",NA,"SMR",15,9.12194099807587e-16,0.0001022,0.290745452451329,"A-A10-P7",0.088,-0.00290824135137172,1,1,2.97141852405258e-05,0.290745452451329,0.290745452451329
"min142_158",142,0.949822478665023,8.26017113164512,-0.00360356666159302,19.18,19.18,19.18,"Ch4",NA,"SMR",16,9.12194099807587e-16,0.0001022,0.595110986170837,"A-A10-P7",0.088,-0.00290824135137172,1,1,6.08203427866596e-05,0.595110986170838,0.595110986170837
