#--- Experiment --------------------------------------------------------------------------
#120823_15C_B2A3B3_tile
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#HOFFMAN-LAB01
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2 BOX2 [B] FSO2-C4 SN:24C53407596FD0B5 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [B T1] - PT100 Temperature Sensor - Calibration offset = 0.10°C
#--- Measurement Data --------------------------------------------------------------------
Date [B T1]	Time [B T1]	 dt (s) [B T1]	Sample Temp. (°C) [B T1]	Status [B T1]
08-12-2023	16:46:35.323	1.148	14.874	OK
08-12-2023	16:46:36.326	2.151	14.875	OK
08-12-2023	16:46:37.326	3.152	14.875	OK
08-12-2023	16:46:38.326	4.151	14.877	OK
08-12-2023	16:46:39.326	5.151	14.882	OK
08-12-2023	16:46:40.326	6.151	14.886	OK
08-12-2023	16:46:41.324	7.149	14.887	OK
08-12-2023	16:46:42.325	8.150	14.888	OK
08-12-2023	16:46:43.325	9.151	14.890	OK
08-12-2023	16:46:44.326	10.151	14.892	OK
08-12-2023	16:46:45.325	11.150	14.893	OK
08-12-2023	16:46:46.329	12.154	14.895	OK
08-12-2023	16:46:47.326	13.151	14.895	OK
08-12-2023	16:46:48.326	14.151	14.893	OK
08-12-2023	16:46:49.331	15.156	14.891	OK
08-12-2023	16:46:50.329	16.154	14.887	OK
08-12-2023	16:46:51.329	17.154	14.884	OK
08-12-2023	16:46:52.328	18.153	14.880	OK
08-12-2023	16:46:53.332	19.157	14.875	OK
08-12-2023	16:46:54.330	20.155	14.871	OK
08-12-2023	16:46:55.336	21.161	14.867	OK
08-12-2023	16:46:56.332	22.157	14.865	OK
08-12-2023	16:46:57.333	23.158	14.865	OK
08-12-2023	16:46:58.333	24.158	14.865	OK
08-12-2023	16:46:59.333	25.158	14.866	OK
08-12-2023	16:47:00.333	26.158	14.866	OK
08-12-2023	16:47:01.332	27.157	14.864	OK
08-12-2023	16:47:02.332	28.158	14.865	OK
08-12-2023	16:47:03.333	29.158	14.866	OK
08-12-2023	16:47:04.334	30.159	14.869	OK
08-12-2023	16:47:05.333	31.158	14.870	OK
08-12-2023	16:47:06.335	32.160	14.870	OK
08-12-2023	16:47:07.335	33.160	14.871	OK
08-12-2023	16:47:08.334	34.160	14.867	OK
08-12-2023	16:47:09.337	35.162	14.864	OK
08-12-2023	16:47:10.334	36.159	14.860	OK
08-12-2023	16:47:11.335	37.160	14.861	OK
08-12-2023	16:47:12.334	38.159	14.863	OK
08-12-2023	16:47:13.337	39.162	14.865	OK
08-12-2023	16:47:14.338	40.163	14.865	OK
08-12-2023	16:47:15.337	41.162	14.866	OK
08-12-2023	16:47:16.337	42.162	14.860	OK
08-12-2023	16:47:17.338	43.163	14.853	OK
08-12-2023	16:47:18.339	44.164	14.846	OK
08-12-2023	16:47:19.339	45.164	14.841	OK
