#--- Experiment --------------------------------------------------------------------------
#121223_15C_A2B2E2B3E3A4_cory
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#HOFFMAN-LAB01
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2 BOX2 [B] FSO2-C4 SN:24C53407596FD0B5 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [B T1] - PT100 Temperature Sensor - Calibration offset = 0.10°C
#--- Measurement Data --------------------------------------------------------------------
Date [B T1]	Time [B T1]	 dt (s) [B T1]	Sample Temp. (°C) [B T1]	Status [B T1]
12-12-2023	18:20:21.870	0.117	15.144	OK
12-12-2023	18:20:22.887	1.134	15.148	OK
12-12-2023	18:20:23.887	2.134	15.155	OK
12-12-2023	18:20:24.890	3.137	15.164	OK
12-12-2023	18:20:25.889	4.136	15.175	OK
12-12-2023	18:20:26.889	5.136	15.181	OK
12-12-2023	18:20:27.889	6.136	15.180	OK
12-12-2023	18:20:28.891	7.137	15.170	OK
12-12-2023	18:20:29.889	8.136	15.158	OK
12-12-2023	18:20:30.890	9.137	15.142	OK
12-12-2023	18:20:31.891	10.137	15.126	OK
12-12-2023	18:20:32.890	11.137	15.116	OK
12-12-2023	18:20:33.891	12.137	15.102	OK
12-12-2023	18:20:34.890	13.137	15.091	OK
12-12-2023	18:20:35.890	14.137	15.076	OK
12-12-2023	18:20:36.889	15.136	15.067	OK
12-12-2023	18:20:37.891	16.138	15.061	OK
12-12-2023	18:20:38.890	17.137	15.058	OK
12-12-2023	18:20:39.892	18.139	15.054	OK
12-12-2023	18:20:40.893	19.140	15.054	OK
12-12-2023	18:20:41.892	20.139	15.052	OK
12-12-2023	18:20:42.891	21.138	15.050	OK
12-12-2023	18:20:43.893	22.140	15.052	OK
12-12-2023	18:20:44.893	23.139	15.052	OK
12-12-2023	18:20:45.893	24.140	15.059	OK
12-12-2023	18:20:46.892	25.139	15.062	OK
12-12-2023	18:20:47.892	26.139	15.065	OK
12-12-2023	18:20:48.892	27.139	15.063	OK
12-12-2023	18:20:49.892	28.139	15.059	OK
12-12-2023	18:20:50.892	29.138	15.055	OK
12-12-2023	18:20:51.893	30.140	15.053	OK
12-12-2023	18:20:52.895	31.141	15.049	OK
12-12-2023	18:20:53.895	32.141	15.045	OK
12-12-2023	18:20:54.896	33.143	15.041	OK
12-12-2023	18:20:55.895	34.142	15.039	OK
12-12-2023	18:20:56.894	35.141	15.038	OK
12-12-2023	18:20:57.896	36.143	15.038	OK
12-12-2023	18:20:58.897	37.143	15.037	OK
12-12-2023	18:20:59.897	38.144	15.035	OK
12-12-2023	18:21:00.899	39.145	15.035	OK
12-12-2023	18:21:01.899	40.145	15.033	OK
12-12-2023	18:21:02.898	41.145	15.035	OK
12-12-2023	18:21:03.898	42.145	15.035	OK
12-12-2023	18:21:04.897	43.144	15.038	OK
12-12-2023	18:21:05.897	44.144	15.037	OK
12-12-2023	18:21:06.898	45.144	15.038	OK
12-12-2023	18:21:07.897	46.144	15.038	OK
12-12-2023	18:21:08.899	47.146	15.039	OK
12-12-2023	18:21:09.900	48.146	15.040	OK
12-12-2023	18:21:10.901	49.148	15.038	OK
12-12-2023	18:21:11.901	50.148	15.037	OK
12-12-2023	18:21:12.901	51.148	15.039	OK
12-12-2023	18:21:13.902	52.149	15.040	OK
12-12-2023	18:21:14.903	53.150	15.040	OK
12-12-2023	18:21:15.902	54.149	15.039	OK
12-12-2023	18:21:16.903	55.150	15.036	OK
12-12-2023	18:21:17.904	56.151	15.032	OK
12-12-2023	18:21:18.904	57.151	15.027	OK
12-12-2023	18:21:19.906	58.153	15.025	OK
12-12-2023	18:21:20.906	59.152	15.024	OK
12-12-2023	18:21:21.906	60.153	15.027	OK
12-12-2023	18:21:22.907	61.154	15.027	OK
12-12-2023	18:21:23.907	62.153	15.028	OK
12-12-2023	18:21:24.906	63.153	15.029	OK
12-12-2023	18:21:25.907	64.153	15.033	OK
12-12-2023	18:21:26.908	65.155	15.034	OK
12-12-2023	18:21:27.908	66.155	15.034	OK
12-12-2023	18:21:28.909	67.156	15.035	OK
12-12-2023	18:21:29.909	68.156	15.034	OK
12-12-2023	18:21:30.910	69.156	15.035	OK
12-12-2023	18:21:31.910	70.156	15.035	OK
12-12-2023	18:21:32.910	71.157	15.030	OK
12-12-2023	18:21:33.910	72.157	15.022	OK
12-12-2023	18:21:34.911	73.158	15.014	OK
12-12-2023	18:21:35.912	74.158	15.007	OK
12-12-2023	18:21:36.912	75.159	15.007	OK
12-12-2023	18:21:37.912	76.159	15.010	OK
12-12-2023	18:21:38.912	77.159	15.014	OK
12-12-2023	18:21:39.914	78.160	15.018	OK
12-12-2023	18:21:40.913	79.160	15.021	OK
12-12-2023	18:21:41.914	80.161	15.020	OK
12-12-2023	18:21:42.914	81.161	15.020	OK
12-12-2023	18:21:43.915	82.162	15.014	OK
12-12-2023	18:21:44.916	83.163	15.011	OK
12-12-2023	18:21:45.917	84.164	15.005	OK
12-12-2023	18:21:46.916	85.163	15.003	OK
12-12-2023	18:21:47.918	86.165	15.001	OK
12-12-2023	18:21:48.918	87.165	15.002	OK
12-12-2023	18:21:49.919	88.166	15.002	OK
12-12-2023	18:21:50.919	89.165	15.002	OK
12-12-2023	18:21:51.920	90.167	15.001	OK
12-12-2023	18:21:52.920	91.167	14.998	OK
12-12-2023	18:21:53.920	92.166	14.997	OK
12-12-2023	18:21:54.921	93.167	14.995	OK
12-12-2023	18:21:55.920	94.167	14.991	OK
12-12-2023	18:21:56.921	95.168	14.988	OK
12-12-2023	18:21:57.920	96.167	14.984	OK
12-12-2023	18:21:58.920	97.167	14.984	OK
12-12-2023	18:21:59.922	98.169	14.983	OK
12-12-2023	18:22:00.924	99.170	14.981	OK
12-12-2023	18:22:01.923	100.169	14.980	OK
12-12-2023	18:22:02.923	101.170	14.981	OK
12-12-2023	18:22:03.924	102.171	14.985	OK
12-12-2023	18:22:04.925	103.172	14.989	OK
12-12-2023	18:22:05.927	104.173	14.992	OK
12-12-2023	18:22:06.927	105.174	14.994	OK
12-12-2023	18:22:07.927	106.174	14.996	OK
12-12-2023	18:22:08.926	107.173	14.995	OK
12-12-2023	18:22:09.927	108.174	14.994	OK
12-12-2023	18:22:10.927	109.174	14.994	OK
12-12-2023	18:22:11.929	110.176	14.992	OK
12-12-2023	18:22:12.929	111.176	14.989	OK
12-12-2023	18:22:13.930	112.176	14.988	OK
12-12-2023	18:22:14.929	113.176	14.990	OK
12-12-2023	18:22:15.931	114.178	14.989	OK
12-12-2023	18:22:16.931	115.178	14.992	OK
12-12-2023	18:22:17.931	116.178	14.995	OK
12-12-2023	18:22:18.931	117.178	15.001	OK
12-12-2023	18:22:19.931	118.178	15.005	OK
12-12-2023	18:22:20.930	119.177	15.010	OK
12-12-2023	18:22:21.931	120.178	15.010	OK
12-12-2023	18:22:22.932	121.179	15.009	OK
12-12-2023	18:22:23.932	122.179	15.002	OK
12-12-2023	18:22:24.933	123.180	14.996	OK
12-12-2023	18:22:25.933	124.180	14.992	OK
12-12-2023	18:22:26.934	125.181	14.987	OK
12-12-2023	18:22:27.934	126.181	14.985	OK
12-12-2023	18:22:28.933	127.180	14.985	OK
12-12-2023	18:22:29.934	128.181	14.984	OK
12-12-2023	18:22:30.934	129.181	14.982	OK
12-12-2023	18:22:31.935	130.181	14.982	OK
12-12-2023	18:22:32.936	131.183	14.982	OK
12-12-2023	18:22:33.936	132.183	14.981	OK
12-12-2023	18:22:34.936	133.182	14.973	OK
12-12-2023	18:22:35.939	134.185	14.970	OK
12-12-2023	18:22:36.939	135.186	14.966	OK
12-12-2023	18:22:37.940	136.186	14.971	OK
