#--- Experiment --------------------------------------------------------------------------
#121023_15C_E1E2E4E3E4E5_tile
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#HOFFMAN-LAB01
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2 BOX2 [B] FSO2-C4 SN:24C53407596FD0B5 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [B T1] - PT100 Temperature Sensor - Calibration offset = 0.10°C
#--- Measurement Data --------------------------------------------------------------------
Date [B T1]	Time [B T1]	 dt (s) [B T1]	Sample Temp. (°C) [B T1]	Status [B T1]
10-12-2023	14:40:51.873	0.041	15.055	OK
10-12-2023	14:40:52.878	1.046	15.055	OK
10-12-2023	14:40:53.877	2.045	15.055	OK
10-12-2023	14:40:54.877	3.045	15.051	OK
10-12-2023	14:40:55.876	4.044	15.050	OK
10-12-2023	14:40:56.877	5.045	15.047	OK
10-12-2023	14:40:57.878	6.046	15.044	OK
10-12-2023	14:40:58.875	7.043	15.044	OK
10-12-2023	14:40:59.872	8.041	15.043	OK
10-12-2023	14:41:00.875	9.043	15.042	OK
10-12-2023	14:41:01.879	10.047	15.039	OK
10-12-2023	14:41:02.878	11.047	15.035	OK
10-12-2023	14:41:03.881	12.049	15.035	OK
10-12-2023	14:41:04.878	13.047	15.035	OK
10-12-2023	14:41:05.880	14.049	15.036	OK
10-12-2023	14:41:06.882	15.051	15.035	OK
10-12-2023	14:41:07.878	16.047	15.035	OK
10-12-2023	14:41:08.883	17.052	15.037	OK
10-12-2023	14:41:09.880	18.048	15.038	OK
10-12-2023	14:41:10.880	19.048	15.040	OK
10-12-2023	14:41:11.882	20.050	15.042	OK
10-12-2023	14:41:12.880	21.049	15.043	OK
10-12-2023	14:41:13.882	22.051	15.041	OK
10-12-2023	14:41:14.884	23.053	15.040	OK
10-12-2023	14:41:15.885	24.053	15.039	OK
10-12-2023	14:41:16.888	25.056	15.039	OK
10-12-2023	14:41:17.887	26.055	15.037	OK
10-12-2023	14:41:18.887	27.055	15.039	OK
10-12-2023	14:41:19.888	28.057	15.040	OK
10-12-2023	14:41:20.887	29.056	15.040	OK
10-12-2023	14:41:21.886	30.055	15.040	OK
10-12-2023	14:41:22.886	31.055	15.040	OK
10-12-2023	14:41:23.886	32.054	15.042	OK
10-12-2023	14:41:24.884	33.052	15.044	OK
10-12-2023	14:41:25.890	34.059	15.045	OK
10-12-2023	14:41:26.892	35.061	15.042	OK
10-12-2023	14:41:27.892	36.060	15.042	OK
10-12-2023	14:41:28.888	37.057	15.042	OK
10-12-2023	14:41:29.892	38.061	15.044	OK
10-12-2023	14:41:30.893	39.062	15.045	OK
10-12-2023	14:41:31.894	40.063	15.047	OK
10-12-2023	14:41:32.890	41.059	15.049	OK
10-12-2023	14:41:33.889	42.058	15.051	OK
10-12-2023	14:41:34.892	43.061	15.054	OK
10-12-2023	14:41:35.896	44.065	15.054	OK
10-12-2023	14:41:36.895	45.063	15.055	OK
10-12-2023	14:41:37.896	46.065	15.055	OK
10-12-2023	14:41:38.896	47.065	15.054	OK
10-12-2023	14:41:39.894	48.063	15.058	OK
10-12-2023	14:41:40.893	49.062	15.062	OK
10-12-2023	14:41:41.895	50.064	15.066	OK
10-12-2023	14:41:42.897	51.065	15.069	OK
10-12-2023	14:41:43.896	52.065	15.077	OK
10-12-2023	14:41:44.892	53.061	15.086	OK
10-12-2023	14:41:45.894	54.063	15.096	OK
10-12-2023	14:41:46.896	55.065	15.105	OK
10-12-2023	14:41:47.899	56.067	15.113	OK
10-12-2023	14:41:48.899	57.068	15.117	OK
10-12-2023	14:41:49.911	58.080	15.119	OK
10-12-2023	14:41:50.901	59.069	15.114	OK
10-12-2023	14:41:51.900	60.068	15.109	OK
10-12-2023	14:41:52.904	61.073	15.100	OK
10-12-2023	14:41:53.899	62.067	15.092	OK
10-12-2023	14:41:54.902	63.070	15.084	OK
10-12-2023	14:41:55.900	64.069	15.079	OK
10-12-2023	14:41:56.900	65.069	15.077	OK
10-12-2023	14:41:57.902	66.070	15.073	OK
