#--- Experiment --------------------------------------------------------------------------
#121123_23C_B11A14E14B14A15E15_
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#HOFFMAN-LAB01
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2 BOX2 [B] FSO2-C4 SN:24C53407596FD0B5 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [B T1] - PT100 Temperature Sensor - Calibration offset = 0.10°C
#--- Measurement Data --------------------------------------------------------------------
Date [B T1]	Time [B T1]	 dt (s) [B T1]	Sample Temp. (°C) [B T1]	Status [B T1]
11-12-2023	13:25:32.887	0.021	22.691	OK
11-12-2023	13:25:33.888	1.023	22.692	OK
11-12-2023	13:25:34.890	2.024	22.698	OK
11-12-2023	13:25:35.890	3.024	22.703	OK
11-12-2023	13:25:36.889	4.023	22.705	OK
11-12-2023	13:25:37.888	5.023	22.700	OK
11-12-2023	13:25:38.889	6.023	22.691	OK
11-12-2023	13:25:39.890	7.024	22.680	OK
11-12-2023	13:25:40.891	8.025	22.668	OK
11-12-2023	13:25:41.891	9.025	22.659	OK
11-12-2023	13:25:42.890	10.025	22.652	OK
11-12-2023	13:25:43.891	11.026	22.645	OK
11-12-2023	13:25:44.891	12.026	22.640	OK
11-12-2023	13:25:45.891	13.026	22.637	OK
11-12-2023	13:25:46.891	14.026	22.634	OK
11-12-2023	13:25:47.891	15.026	22.635	OK
11-12-2023	13:25:48.891	16.026	22.635	OK
11-12-2023	13:25:49.892	17.026	22.634	OK
11-12-2023	13:25:50.892	18.027	22.631	OK
11-12-2023	13:25:51.891	19.025	22.632	OK
11-12-2023	13:25:52.893	20.027	22.630	OK
11-12-2023	13:25:53.893	21.028	22.630	OK
11-12-2023	13:25:54.894	22.028	22.627	OK
11-12-2023	13:25:55.895	23.029	22.628	OK
11-12-2023	13:25:56.895	24.029	22.627	OK
11-12-2023	13:25:57.894	25.029	22.627	OK
11-12-2023	13:25:58.895	26.029	22.625	OK
11-12-2023	13:25:59.896	27.030	22.625	OK
11-12-2023	13:26:00.896	28.030	22.624	OK
11-12-2023	13:26:01.898	29.032	22.625	OK
11-12-2023	13:26:02.897	30.032	22.625	OK
11-12-2023	13:26:03.897	31.032	22.627	OK
11-12-2023	13:26:04.897	32.032	22.626	OK
11-12-2023	13:26:05.898	33.033	22.627	OK
11-12-2023	13:26:06.897	34.032	22.623	OK
11-12-2023	13:26:07.897	35.032	22.623	OK
11-12-2023	13:26:08.897	36.031	22.623	OK
11-12-2023	13:26:09.898	37.033	22.625	OK
11-12-2023	13:26:10.899	38.033	22.627	OK
11-12-2023	13:26:11.898	39.033	22.627	OK
11-12-2023	13:26:12.899	40.033	22.629	OK
11-12-2023	13:26:13.900	41.034	22.627	OK
11-12-2023	13:26:14.901	42.036	22.628	OK
11-12-2023	13:26:15.902	43.036	22.630	OK
11-12-2023	13:26:16.903	44.037	22.631	OK
11-12-2023	13:26:17.903	45.038	22.634	OK
11-12-2023	13:26:18.903	46.038	22.639	OK
11-12-2023	13:26:19.904	47.038	22.644	OK
11-12-2023	13:26:20.903	48.037	22.650	OK
11-12-2023	13:26:21.903	49.038	22.644	OK
11-12-2023	13:26:22.906	50.040	22.529	OK
11-12-2023	13:26:23.903	51.038	22.380	OK
11-12-2023	13:26:24.906	52.040	22.316	OK
11-12-2023	13:26:25.904	53.039	22.371	OK
11-12-2023	13:26:26.906	54.040	22.511	OK
11-12-2023	13:26:27.906	55.040	22.572	OK
11-12-2023	13:26:28.906	56.040	22.596	OK
11-12-2023	13:26:29.904	57.039	22.610	OK
11-12-2023	13:26:30.905	58.039	22.617	OK
11-12-2023	13:26:31.907	59.041	22.623	OK
11-12-2023	13:26:32.907	60.041	22.626	OK
11-12-2023	13:26:33.906	61.041	22.631	OK
11-12-2023	13:26:34.907	62.041	22.632	OK
11-12-2023	13:26:35.907	63.041	22.636	OK
11-12-2023	13:26:36.907	64.041	22.638	OK
11-12-2023	13:26:37.908	65.043	22.639	OK
11-12-2023	13:26:38.912	66.046	22.641	OK
11-12-2023	13:26:39.910	67.045	22.641	OK
11-12-2023	13:26:40.911	68.046	22.641	OK
11-12-2023	13:26:41.911	69.045	22.639	OK
11-12-2023	13:26:42.911	70.046	22.637	OK
11-12-2023	13:26:43.912	71.046	22.632	OK
11-12-2023	13:26:44.911	72.046	22.630	OK
11-12-2023	13:26:45.914	73.049	22.627	OK
11-12-2023	13:26:46.915	74.049	22.626	OK
11-12-2023	13:26:47.915	75.050	22.627	OK
11-12-2023	13:26:48.915	76.050	22.627	OK
11-12-2023	13:26:49.917	77.051	22.625	OK
11-12-2023	13:26:50.914	78.048	22.624	OK
11-12-2023	13:26:51.922	79.056	22.624	OK
11-12-2023	13:26:52.917	80.051	22.627	OK
11-12-2023	13:26:53.917	81.051	22.627	OK
11-12-2023	13:26:54.916	82.051	22.626	OK
11-12-2023	13:26:55.917	83.051	22.624	OK
11-12-2023	13:26:56.915	84.050	22.624	OK
11-12-2023	13:26:57.918	85.052	22.624	OK
11-12-2023	13:26:58.918	86.052	22.622	OK
11-12-2023	13:26:59.920	87.054	22.623	OK
11-12-2023	13:27:00.920	88.054	22.623	OK
11-12-2023	13:27:01.920	89.055	22.626	OK
11-12-2023	13:27:02.920	90.055	22.626	OK
11-12-2023	13:27:03.920	91.055	22.625	OK
11-12-2023	13:27:04.920	92.054	22.624	OK
11-12-2023	13:27:05.921	93.055	22.623	OK
11-12-2023	13:27:06.922	94.056	22.623	OK
11-12-2023	13:27:07.921	95.055	22.621	OK
11-12-2023	13:27:08.922	96.056	22.620	OK
11-12-2023	13:27:09.921	97.055	22.620	OK
11-12-2023	13:27:10.921	98.056	22.618	OK
11-12-2023	13:27:11.921	99.056	22.615	OK
11-12-2023	13:27:12.923	100.057	22.616	OK
11-12-2023	13:27:13.922	101.057	22.616	OK
11-12-2023	13:27:14.923	102.057	22.612	OK
11-12-2023	13:27:15.922	103.056	22.610	OK
11-12-2023	13:27:16.928	104.062	22.607	OK
11-12-2023	13:27:17.923	105.057	22.607	OK
11-12-2023	13:27:18.923	106.057	22.606	OK
11-12-2023	13:27:19.923	107.057	22.608	OK
11-12-2023	13:27:20.923	108.057	22.609	OK
11-12-2023	13:27:21.922	109.057	22.610	OK
11-12-2023	13:27:22.921	110.056	22.609	OK
